,gold,characters,hypothesis,value
39224,Луна,Луна,Луна,30.133136749267578
37843,Куба,Куба,Куба,30.15087890625
38476,Ланди,Ланди,Ланди,30.19518280029297
124241,омон,омон,омон,30.199100494384766
34549,Кижи,Кижи,Кижи,30.19940185546875
100837,елки,елки,елки,30.258930206298828
106329,кадры,кадры,кадры,30.304805755615234
54466,Панков,Панков,Панков,30.334251403808594
29068,ЗВО,ЗВО,ЗВО,30.35443878173828
94983,дата,дата,дата,30.35837173461914
240,АКИТ,АКИТ,АКИТ,30.40182876586914
6375,ВВТ,ВВТ,ВВТ,30.40903091430664
6701,ВТА,ВТА,ВТА,30.471118927001953
53814,ПВО,ПВО,ПВО,30.471595764160156
50531,ООН,ООН,ООН,30.496543884277344
68913,СВД,СВД,СВД,30.497661590576172
6515,ВПС,ВПС,ВПС,30.50855255126953
71345,Сербия,Сербия,Сербия,30.55516815185547
54490,Парад,Парад,Парад,30.567710876464844
29072,ЗРК,ЗРК,ЗРК,30.67410659790039
26792,Дети,Дети,Дети,30.682750701904297
69103,СМИ,СМИ,СМИ,30.722843170166016
107721,кино,кино,кино,30.75664520263672
68901,САУ,САУ,САУ,30.777084350585938
77523,Танки,Танки,Танки,30.781131744384766
58848,Польша,Польша,Польша,30.844196319580078
69297,СУ,СУ,СУ,30.845355987548828
112575,лось,лось,лось,30.85541534423828
77006,ТОФ,ТОФ,ТОФ,30.876583099365234
82973,Чита,Чита,Чита,30.885841369628906
40241,МРС,МРС,МРС,30.888896942138672
55007,Пекин,Пекин,Пекин,30.89598846435547
13806,Воин,Воин,Воин,30.9407958984375
53897,ПДД,ПДД,ПДД,30.969467163085938
149694,такси,такси,такси,31.062301635742188
116276,москва,москва,москва,31.078514099121094
91927,война,война,война,31.084701538085938
124971,осень,осень,осень,31.096900939941406
17251,ГОЗ,ГОЗ,ГОЗ,31.10455322265625
40009,МВД,МВД,МВД,31.114898681640625
71981,Словения,Словения,Словения,31.120651245117188
124501,опер,опер,опер,31.181751251220703
115156,метро,метро,метро,31.183204650878906
36247,Конев,Конев,Конев,31.194705963134766
144520,семья,семья,семья,31.204612731933594
6415,ВИЖ,ВИЖ,ВИЖ,31.24807357788086
98086,дети,дети,дети,31.278072357177734
28457,ЕМИИ,ЕМИИ,ЕМИИ,31.278263092041016
109741,конь,конь,конь,31.279155731201172
105912,история,история,история,31.285011291503906
80054,ФТС,ФТС,ФТС,31.28989028930664
87766,банк,банк,банк,31.30170440673828
17196,ГАЗ,ГАЗ,ГАЗ,31.353092193603516
129227,питер,питер,питер,31.39083480834961
110676,кросс,кросс,кросс,31.401363372802734
83644,ШОС,ШОС,ШОС,31.415260314941406
85100,авария,авария,авария,31.439136505126953
47118,Московский,Московский,Московский,31.44469451904297
31336,Индия,Индия,Индия,31.450725555419922
90260,вао,вао,вао,31.466697692871094
146592,совет,совет,совет,31.478626251220703
37026,Корея,Корея,Корея,31.49917984008789
40001,МВАА,МВАА,МВАА,31.524383544921875
80096,Факты,Факты,Факты,31.529132843017578
145754,сми,сми,сми,31.550201416015625
65721,Пучков,Пучков,Пучков,31.550525665283203
140500,рейд,рейд,рейд,31.590641021728516
111600,лето,лето,лето,31.600006103515625
51458,Опера,Опера,Опера,31.659183502197266
48704,НГ,НГ,НГ,31.659461975097656
101548,займ,займ,займ,31.693206787109375
79208,Тула,Тула,Тула,31.708019256591797
111400,лекция,лекция,лекция,31.721752166748047
118125,муха,муха,муха,31.766883850097656
80042,ФОТО,ФОТО,ФОТО,31.83935546875
80330,Форум,Форум,Форум,31.844799041748047
2467,Армия,Армия,Армия,31.858440399169922
159855,А 50,А50,А50,31.89099884033203
38989,Листва,Листва,Листва,31.94832992553711
6492,ВМФ,ВМФ,ВМФ,31.95450210571289
106512,камера,камера,камера,31.959915161132812
58682,Полиция,Полиция,Полиция,32.010929107666016
120256,наука,наука,наука,32.05562973022461
41920,Мальта,Мальта,Мальта,32.05973815917969
38179,Курск,Курск,Курск,32.061946868896484
122735,обыск,обыск,обыск,32.076229095458984
1112,АиФ,АиФ,АиФ,32.07725524902344
158330,1 опп,1опп,1 опп,32.08245086669922
6336,Бунин,Бунин,Бунин,32.087615966796875
101556,закон,закон,закон,32.08795166015625
51961,Опрос,Опрос,Опрос,32.11237335205078
154351,часы,часы,часы,32.11444091796875
158322,1 мая,1мая,1 мая,32.1707763671875
90443,вдв,вдв,в дв,32.1802978515625
53923,ППС,ППС,ППС,32.214778900146484
75332,Сплин,Сплин,Сплин,32.226173400878906
154132,цирк,цирк,цирк,32.238468170166016
69301,США,США,США,32.24884033203125
65691,Псков,Псков,Псков,32.24895095825195
81116,ЦВО,ЦВО,ЦВО,32.269107818603516
17774,Герой,Герой,Герой,32.28078079223633
50114,Новости,Новости,Новости,32.299957275390625
80784,Хама,Хама,Хама,32.30628204345703
6519,ВСКС,ВСКС,ВСКС,32.32811737060547
2132,Анчар,Анчар,Анчар,32.336456298828125
132886,полк,полк,полк,32.3509521484375
137627,премия,премия,премия,32.3618049621582
133518,почта,почта,почта,32.380516052246094
40253,МЧС,МЧС,МЧС,32.40583038330078
33687,Казань,Казань,Казань,32.4063720703125
145758,снег,снег,снег,32.412166595458984
28031,Дойл,Дойл,Дойл,32.42068099975586
3479,БЛА,БЛА,БЛА,32.51420593261719
138291,прием,прием,прием,32.55583572387695
32967,История,История,История,32.56288146972656
16840,Вызов,Вызов,Вызов,32.56352233886719
152045,уур,уур,уур,32.57426834106445
148297,спорт,спорт,спорт,32.626853942871094
69448,Самара,Самара,Самара,32.63383865356445
66212,РСМ,РСМ,РСМ,32.660438537597656
152041,ууп,ууп,ууп,32.6658821105957
32225,Испания,Испания,Испания,32.691471099853516
140087,работа,работа,работа,32.7598762512207
79788,Уран,Уран,Уран,32.76650619506836
28453,ЕДП,ЕДП,ЕДП,32.76742172241211
151726,удача,удача,удача,32.77245330810547
106143,кабель,кабель,кабель,32.79938507080078
34941,Китай,Китай,Китай,32.83143997192383
79951,Уфа,Уфа,Уфа,32.83841323852539
40237,МПЦ,МПЦ,МПЦ,32.85797882080078
33438,КСОР,КСОР,КСОР,32.8610954284668
68917,СВУ,СВУ,СВУ,32.89038848876953
80050,ФСБ,ФСБ,ФСБ,32.89568328857422
48440,Муром,Муром,Муром,32.89632034301758
115387,мимими,мимими,мимими,32.94736099243164
68905,СВАО,СВАО,СВАО,32.974220275878906
143180,сао,сао,сао,32.9888801574707
122326,номера,номера,номера,33.028236389160156
91101,видео,видео,видео,33.042755126953125
2609,Артек,Артек,Артек,33.05204772949219
91286,визит,визит,визит,33.067474365234375
89513,бренд,бренд,бренд,33.068702697753906
87455,аренда,аренда,аренда,33.07046127319336
78000,Тверь,Тверь,Тверь,33.08306884765625
106657,картина,картина,картина,33.09706115722656
28054,Дорога,Дорога,Дорога,33.10186004638672
54505,Парады,Парады,Парады,33.10322570800781
101605,зао,зао,зао,33.108428955078125
87480,арест,арест,арест,33.11594772338867
27996,Доверие,Доверие,Доверие,33.11882019042969
99824,драка,драка,драка,33.135135650634766
148282,спирт,спирт,спирт,33.171573638916016
93463,герой,герой,герой,33.194801330566406
68775,Рысь,Рысь,Рысь,33.20305252075195
86849,акция,акция,акция,33.221954345703125
6367,ВВСТ,ВВСТ,ВВСТ,33.25031280517578
33944,Канада,Канада,Канада,33.26539993286133
91462,водитель,водитель,водитель,33.27113342285156
155555,школа,школа,школа,33.30780792236328
107882,клубы,клубы,клубы,33.31018829345703
33446,КХЛ,КХЛ,КХЛ,33.31665802001953
98228,детки,детки,детки,33.320072174072266
1357,Алеут,Алеут,Алеут,33.322479248046875
154339,цпп,цпп,цпп,33.32841110229492
50547,ОПРФ,ОПРФ,ОПРФ,33.33716583251953
69261,СПб,СПб,СПб,33.34550476074219
79955,Учение,Учение,Учение,33.37498474121094
133018,порча,порча,порча,33.38239288330078
129513,плавание,плавание,плавание,33.38980484008789
118885,названия,названия,названия,33.42354202270508
17428,Германия,Германия,Германия,33.42472839355469
3336,БДК,БДК,БДК,33.43730163574219
117667,музыка,музыка,музыка,33.4543342590332
129842,погода,погода,погода,33.4919319152832
2183,Армата,Армата,Армата,33.497493743896484
248,АРМИ,АРМИ,АРМИ,33.51057815551758
93120,гаи,гаи,гаи,33.512847900390625
29595,Закат,Закат,Закат,33.53867721557617
122383,обман,обман,обман,33.54854202270508
121927,новости,новости,новости,33.56663513183594
110159,кп,кп,кп,33.57291030883789
142207,рыба,рыба,рыба,33.58085250854492
39993,МАКС,МАКС,МАКС,33.583824157714844
81812,Цфо,Цфо,Цфо,33.60110855102539
132341,полиция,полиция,полиция,33.601234436035156
130607,пожар,пожар,пожар,33.60757827758789
152778,флаг,флаг,флаг,33.68773651123047
39139,Лондон,Лондон,Лондон,33.710113525390625
67519,Ростов,Ростов,Ростов,33.71342849731445
159848,9 мая,9мая,9 мая,33.714717864990234
110144,кошка,кошка,кошка,33.72371292114258
33213,Ишим,Ишим,Ишим,33.727012634277344
152586,фильм,фильм,фильм,33.72722625732422
66226,РЭБ,РЭБ,РЭБ,33.72838592529297
65227,Пресса,Пресса,Пресса,33.791595458984375
33163,Италия,Италия,Италия,33.809661865234375
50523,ОДКБ,ОДКБ,ОДКБ,33.8099479675293
38072,Курган,Курган,Курган,33.829078674316406
48700,НВФ,НВФ,НВФ,33.837223052978516
75347,Спорт,Спорт,Спорт,33.84048843383789
1910,Анапа,Анапа,Анапа,33.84585189819336
79780,Урал,Урал,Урал,33.88228988647461
79396,УУП,УУП,УУП,33.883522033691406
28465,Евразия,Евразия,Евразия,33.895294189453125
104531,индекс,индекс,индекс,33.89919662475586
102385,заслон,заслон,заслон,33.91773986816406
129866,погоны,погоны,погоны,33.92458724975586
29610,Законы,Законы,Законы,33.95602798461914
124930,оружие,оружие,оружие,33.965946197509766
6168,Бродский,Бродский,Бродский,33.9686164855957
149472,табак,табак,табак,34.031497955322266
39189,Лужский,Лужский,Лужский,34.060325622558594
55022,Пенза,Пенза,Пенза,34.0625
144486,семинар,семинар,семинар,34.065860748291016
69249,СПБ,СПБ,СПБ,34.06873321533203
40102,МГУ,МГУ,МГУ,34.06926727294922
113436,мачете,мачете,мачете,34.09978485107422
148572,справка,справка,справка,34.10285949707031
107326,кедр,кедр,кедр,34.10338592529297
124956,осаго,осаго,осаго,34.109352111816406
129752,победа,победа,победа,34.11235427856445
53901,ПДН,ПДН,ПДН,34.12580108642578
112643,лужники,лужники,лужники,34.16106414794922
66167,РККА,РККА,РККА,34.161922454833984
17255,ГУМ,ГУМ,ГУМ,34.180152893066406
19355,Греция,Греция,Греция,34.184295654296875
122690,общество,общество,общество,34.19078826904297
75362,Сражения,Сражения,Сражения,34.21807861328125
80315,Фомин,Фомин,Фомин,34.243473052978516
3487,БМП,БМП,БМП,34.263031005859375
19439,Гущин,Гущин,Гущин,34.26482009887695
151710,угон,угон,угон,34.28756332397461
38491,Латвия,Латвия,Латвия,34.29034423828125
3483,БМД,БМД,БМД,34.291587829589844
82787,Чечня,Чечня,Чечня,34.32358169555664
116251,монеты,монеты,монеты,34.33433151245117
66114,РАСО,РАСО,РАСО,34.35805892944336
142609,салон,салон,салон,34.364009857177734
80676,Фрида,Фрида,Фрида,34.36618423461914
99816,дпд,дпд,дпд,34.374542236328125
11609,Военно,Военно,Военно,34.384254455566406
48367,Мулино,Мулино,Мулино,34.4088134765625
146351,собака,собака,собака,34.45145797729492
40229,ММПО,ММПО,ММПО,34.45368194580078
84447,ЮВО,ЮВО,ЮВО,34.48601531982422
69246,СНГ,СНГ,С НГ,34.48906707763672
142787,самолет,самолет,самолет,34.50761032104492
5509,Бойкий,Бойкий,Бойкий,34.51543045043945
101115,жизнь,жизнь,жизнь,34.519371032714844
34956,Книги,Книги,Книги,34.533695220947266
140275,ранение,ранение,ранение,34.54018020629883
158730,2 ОПП,2ОПП,2 ОПП,34.5682487487793
85020,Япония,Япония,Я пония,34.57150650024414
156789,юмор,юмор,юмор,34.58588790893555
116226,монета,монета,монета,34.604732513427734
33875,Калуга,Калуга,Калуга,34.616783142089844
142704,самбо,самбо,самбо,34.630348205566406
68921,СЗАО,СЗАО,СЗАО,34.64155578613281
156496,юао,юао,юао,34.6622428894043
151718,угро,угро,угро,34.68207550048828
143389,свао,свао,свао,34.683387756347656
115447,мирация,мирация,мирация,34.684593200683594
40569,Магас,Магас,Магас,34.6934814453125
69595,Саратов,Саратов,Саратов,34.697776794433594
80437,Форума,Форума,Форума,34.7372932434082
115651,мкад,мкад,мкад,34.7668571472168
122643,обучение,обучение,обучение,34.80049133300781
115579,митино,митино,митино,34.838233947753906
94947,гуляния,гуляния,гуляния,34.83967590332031
6750,Валерия,Валерия,Валерия,34.84360122680664
49599,Никулин,Никулин,Никулин,34.84837341308594
81100,ЦАМО,ЦАМО,ЦАМО,34.86039352416992
81679,Цитата,Цитата,Цитата,34.88737869262695
153648,хорёк,хорёк,хорёк,34.916343688964844
107874,клуб,клуб,клуб,34.942237854003906
53905,ПДСС,ПДСС,ПДСС,34.952972412109375
67820,Рудской,Рудской,Рудской,34.95645523071289
99282,дорога,дорога,дорога,34.9669303894043
70147,Себеж,Себеж,Себеж,34.99905014038086
32020,Ирбит,Ирбит,Ирбит,35.00288009643555
82772,Чехия,Чехия,Чехия,35.013065338134766
110618,крещение,крещение,крещение,35.03403091430664
44777,МиГ,МиГ,Ми Г,35.04191970825195
124758,орехи,орехи,орехи,35.05348205566406
147587,спартак,спартак,спартак,35.07735061645508
27163,Динамо,Динамо,Динамо,35.096702575683594
159476,8 марта,8марта,8 марта,35.109092712402344
91386,внимание,внимание,внимание,35.12171173095703
13658,Военный,Военный,Военный,35.15858459472656
50539,ОПКУ,ОПКУ,ОПКУ,35.1628532409668
140217,разбой,разбой,разбой,35.17757797241211
143348,сбыт,сбыт,с быт,35.17923355102539
110661,кровь,кровь,кровь,35.1934814453125
54103,ПТРК,ПТРК,ПТРК,35.205780029296875
33507,Кадеты,Кадеты,Кадеты,35.215965270996094
151319,турнин,турнин,турнин,35.22090148925781
6705,ВУМО,ВУМО,ВУМО,35.25030517578125
149061,студенты,студенты,студенты,35.25408172607422
144354,селектор,селектор,селектор,35.274742126464844
79216,Турция,Турция,Турция,35.27640914916992
90824,ветеран,ветеран,ветеран,35.28874206542969
118295,мытная,мытная,мытная,35.296722412109375
76410,Стрижи,Стрижи,Стрижи,35.31634521484375
129890,погоня,погоня,погоня,35.34030532836914
23357,День России,ДеньРоссии,День России,35.344173431396484
40205,МИКР,МИКР,МИКР,35.362831115722656
81144,ЦСКА,ЦСКА,ЦСКА,35.38053512573242
52290,Оружие,Оружие,Оружие,35.386043548583984
30745,Иваново,Иваново,Иваново,35.41159439086914
155611,штаб,штаб,штаб,35.43280029296875
66163,РЖД,РЖД,РЖД,35.438514709472656
75273,Спасик,Спасик,Спасик,35.44446563720703
149457,сыщик,сыщик,сыщик,35.44630813598633
42096,Маршак,Маршак,Маршак,35.44694519042969
111352,лекарства,лекарства,лекарства,35.4470100402832
27650,Дмитров,Дмитров,Дмитров,35.44789505004883
127289,патент,патент,патент,35.45624923706055
90438,ввц,ввц,ввц,35.463130950927734
83566,Чуковский,Чуковский,Чуковский,35.46916961669922
80255,Флакон,Флакон,Флакон,35.48445510864258
84879,ЯНАО,ЯНАО,ЯНАО,35.485904693603516
154343,цска,цска,цска,35.49310302734375
104556,индюки,индюки,индюки,35.51778793334961
491,Австралия,Австралия,Австралия,35.52878189086914
118240,мфц,мфц,мфц,35.530609130859375
111959,лифт,лифт,лифт,35.5451545715332
35157,Коломна,Коломна,Коломна,35.54833984375
107897,книга,книга,книга,35.573455810546875
70604,Селектор,Селектор,Селектор,35.58818817138672
99248,донской,донской,донской,35.59980392456055
68945,СККП,СККП,СККП,35.60785675048828
66204,РСЗО,РСЗО,РСЗО,35.61036682128906
81120,ЦВПП,ЦВПП,ЦВПП,35.6126594543457
158338,1 сентября,1сентября,1 сентября,35.61716842651367
83648,Швеция,Швеция,Швеция,35.65260696411133
79669,Умба,Умба,Умба,35.654178619384766
113591,мвд,мвд,м в д,35.67557144165039
111055,курсант,курсант,курсант,35.68752670288086
102636,зебра,зебра,зебра,35.68976593017578
46609,Мордовия,Мордовия,Мордовия,35.715675354003906
127200,память,память,память,35.727054595947266
69558,Саранск,Саранск,Саранск,35.7402458190918
118728,награда,награда,на града,35.76397705078125
127416,пдд,пдд,пдд,35.81794357299805
140805,родители,родители,родители,35.82056427001953
28039,Долль,Долль,Долль,35.84444046020508
127274,пасха,пасха,пасха,35.860836029052734
87577,афиша,афиша,афиша,35.87955093383789
127748,письма,письма,письма,35.93544387817383
102410,заявление,заявление,заявление,35.95002365112305
86544,агз,агз,агз,35.952972412109375
124509,операция,операция,операция,35.98203659057617
133403,поступок,поступок,поступок,35.982574462890625
156797,юрист,юрист,юрист,35.99028396606445
137014,ппс,ппс,ппс,35.990501403808594
19414,Гудини,Гудини,Гудини,36.02000427246094
2410,Армейский,Армейский,Армейский,36.0304069519043
88042,беговой,беговой,беговой,36.054168701171875
87355,анонс,анонс,анонс,36.06072235107422
69629,Сахалин,Сахалин,Сахалин,36.062007904052734
145575,следствие,следствие,следствие,36.071434020996094
159156,4 ноября,4ноября,4 ноября,36.074424743652344
81128,ЦМВС,ЦМВС,ЦМВС,36.08600997924805
117579,музей,музей,музей,36.089195251464844
81136,ЦПВС,ЦПВС,ЦПВС,36.102787017822266
76937,Сыщик,Сыщик,Сыщик,36.10625457763672
17900,Глубина,Глубина,Глубина,36.10905838012695
80642,Франция,Франция,Франция,36.15543746948242
37326,Кострома,Кострома,Кострома,36.16371154785156
158633,27 января,27января,27 января,36.18477249145508
1885,Амурск,Амурск,Амурск,36.22917175292969
350,Авиация,Авиация,Авиация,36.23714065551758
38097,Курсант,Курсант,Курсант,36.23904800415039
156525,ювао,ювао,ювао,36.24210739135742
78862,Томск,Томск,Томск,36.245853424072266
150593,торжество,торжество,торжество,36.25929260253906
100845,жеглов,жеглов,жеглов,36.26174545288086
32178,Исландия,Исландия,Исландия,36.26671600341797
67096,Рождество,Рождество,Рождество,36.27256393432617
629,Автомат,Автомат,Автомат,36.2734260559082
90764,вертолет,вертолет,вертолет,36.29726791381836
143397,свиблово,свиблово,свиблово,36.30668258666992
150361,тинао,тинао,тинао,36.32011413574219
123711,ограбление,ограбление,ограбление,36.3267707824707
157766,17 ноября,17ноября,17 ноября,36.35865783691406
111138,курьер,курьер,курьер,36.3709831237793
104172,игорный,игорный,игорный,36.37643051147461
91857,войковский,войковский,войковский,36.388404846191406
66147,РВСН,РВСН,РВСН,36.42192840576172
68953,СКРЦ,СКРЦ,СКРЦ,36.42210006713867
36994,Корветы,Корветы,Корветы,36.43391036987305
169369,Сочи 2015,Сочи2015,Сочи 2015,36.44456481933594
84408,ЮАО,ЮАО,Ю А О,36.47081756591797
35191,Колпино,Колпино,Колпино,36.47297286987305
19930,Дарьял,Дарьял,Дарьял,36.48871994018555
36960,Корабли,Корабли,Корабли,36.492271423339844
94825,грузовик,грузовик,грузовик,36.495567321777344
142267,рязанский,рязанский,рязанский,36.53129577636719
118763,награды,награды,на грады,36.534576416015625
149791,таможня,таможня,таможня,36.53559875488281
26423,Дербент,Дербент,Дербент,36.53716278076172
77497,Тамбов,Тамбов,Тамбов,36.55769729614258
93071,газета,газета,газета,36.57048416137695
91301,вклады,вклады,вклады,36.581687927246094
158598,26 марта,26марта,26 марта,36.592041015625
99820,дпс,дпс,дпс,36.63402557373047
98061,детдом,детдом,детдом,36.6380500793457
106805,каскад,каскад,ка скад,36.64575958251953
136980,пошлина,пошлина,пошлина,36.65330505371094
111935,лизинг,лизинг,лизинг,36.663875579833984
77010,ТПКУ,ТПКУ,ТПКУ,36.665164947509766
152789,фмс,фмс,ф м с,36.680049896240234
163643,Ка 27,Ка27,Ка27,36.68244171142578
95670,деньги,деньги,деньги,36.69063949584961
90083,вакансия,вакансия,вакансия,36.69171142578125
76376,Стрелки,Стрелки,Стрелки,36.7031135559082
71523,Сикорский,Сикорский,Сикорский,36.718994140625
108459,конверт,конверт,конверт,36.763362884521484
115553,митинг,митинг,митинг,36.76557159423828
94487,граждан,граждан,граждан,36.765785217285156
111093,курсанты,курсанты,курсанты,36.77579879760742
92908,выходные,выходные,выходные,36.7844352722168
127349,патроны,патроны,патроны,36.78689193725586
13871,Вологда,Вологда,Вологда,36.795658111572266
39114,Локрой,Локрой,Локрой,36.809539794921875
84438,ЮАР,ЮАР,Ю А Р,36.81394958496094
5534,Болгария,Болгария,Болгария,36.817256927490234
108409,комиссия,комиссия,комиссия,36.83817672729492
52435,Орёл,Орёл,Орёл,36.84101104736328
19479,ДВОКУ,ДВОКУ,ДВОКУ,36.844207763671875
71025,Селенга,Селенга,Селенга,36.85200119018555
64766,Праздник,Праздник,Праздник,36.87564468383789
138447,пробег,пробег,пробег,36.87940979003906
143355,свадьба,свадьба,свадьба,36.89440155029297
154324,цифры,цифры,цифры,36.896175384521484
87495,аспидка,аспидка,аспидка,36.906982421875
157498,10 ноября,10ноября,10 ноября,36.90884780883789
69663,Сбавь,Сбавь,Сбавь,36.931396484375
86499,агенство,агенство,агенство,36.95693588256836
124238,омвд,омвд,ом в д,36.99208068847656
78440,Терскол,Терскол,Терскол,37.00336456298828
51450,Омск,Омск,Омск,37.031837463378906
3544,Балканы,Балканы,Балканы,37.032623291015625
148761,статуя,статуя,статуя,37.06667709350586
115413,министр,министр,министр,37.07955551147461
125292,отдых,отдых,отдых,37.099205017089844
140592,ресторан,ресторан,ресторан,37.10232162475586
94869,гсу,гсу,гсу,37.12572479248047
54942,Патриот,Патриот,Патри от,37.12965774536133
104495,инвалид,инвалид,инвалид,37.14190673828125
153166,хищение,хищение,хищение,37.1467399597168
113225,марибор,марибор,марибор,37.150508880615234
44981,Министр,Министр,Министр,37.163917541503906
151293,туризм,туризм,туризм,37.16444778442383
159462,80 лет,80лет,80 лет,37.165889739990234
84971,Якутия,Якутия,Якутия,37.179412841796875
137504,практика,практика,практика,37.18104934692383
93096,газеты,газеты,газеты,37.18166732788086
145549,скутер,скутер,с кутер,37.18295669555664
12359,Военное,Военное,Военное,37.1849365234375
80471,Фото дня,Фотодня,Фотодня,37.19880676269531
92805,выстрел,выстрел,выстрел,37.19929885864258
71627,Сколково,Сколково,Сколково,37.199493408203125
156781,юзао,юзао,юзао,37.2063102722168
140241,раменки,раменки,раменки,37.21162796020508
78598,Тихвин,Тихвин,Тихвин,37.21377944946289
117520,моя россия,мояроссия,моя россия,37.222686767578125
147718,спасение,спасение,спасение,37.26547622680664
137405,праздник,праздник,праздник,37.27177429199219
1275,Алабино,Алабино,Алабино,37.275970458984375
110083,космос,космос,космос,37.29311752319336
153663,художник,художник,художник,37.2951774597168
139935,путевка,путевка,путевка,37.30238723754883
81108,ЦВМБ,ЦВМБ,ЦВМБ,37.31113815307617
87906,басманный,басманный,басманный,37.34660720825195
113191,мамочка,мамочка,мамочка,37.355350494384766
163651,Ка 29,Ка29,Ка29,37.40882110595703
169582,Су 25,Су25,Су25,37.41433334350586
163659,Ка 52,Ка52,Ка52,37.4254264831543
140380,растрата,растрата,растрата,37.43510818481445
140455,редкость,редкость,редкость,37.44401168823242
142824,самолеты,самолеты,самолеты,37.451473236083984
103575,золотая,золотая,золотая,37.46750259399414
151370,убийство,убийство,убийство,37.46976852416992
33397,КАМАЗ,КАМАЗ,КАМАЗ,37.48416519165039
78472,Техника,Техника,Техника,37.484806060791016
85530,автоматы,автоматы,автоматы,37.49478530883789
155666,штраф,штраф,штраф,37.49578857421875
46562,Монголия,Монголия,Монголия,37.50110626220703
143443,свидетели,свидетели,свидетели,37.52397155761719
133448,посылка,посылка,посылка,37.52485275268555
40078,МВМУ,МВМУ,МВМУ,37.5560302734375
84439,ЮВАО,ЮВАО,ЮВАО,37.5586051940918
50555,ОСМВД,ОСМВД,ОСМВД,37.592735290527344
118683,нагорный,нагорный,нагорный,37.60243606567383
130063,подвиг,подвиг,подвиг,37.6311149597168
130314,подделка,подделка,подделка,37.631465911865234
108062,коваленко,коваленко,коваленко,37.63955307006836
79756,Ураган,Ураган,Ураган,37.66373062133789
153202,ховрино,ховрино,ховрино,37.7027702331543
163451,Ил 38,Ил38,Ил 38,37.713661193847656
141995,ростех,ростех,ростех,37.71847152709961
37573,Крещение,Крещение,Крещение,37.718502044677734
34504,Кидзания,Кидзания,Кидзания,37.722312927246094
38133,Курсанты,Курсанты,Курсанты,37.727413177490234
68785,Рязань,Рязань,Ря зань,37.733036041259766
158306,1 июня,1июня,1 июня,37.73426818847656
3491,БПЛА,БПЛА,БПЛА,37.736019134521484
151344,тушино,тушино,тушино,37.7525749206543
118322,набоков,набоков,набоков,37.76164627075195
118932,назначение,назначение,назначение,37.77006912231445
40213,МКИОН,МКИОН,МКИОН,37.7818717956543
73163,Собибор,Собибор,Собибор,37.789878845214844
2147,Арктика,Арктика,Арктика,37.821285247802734
87430,аптека,аптека,аптека,37.8344841003418
100073,дтп,дтп,дтп,37.88552474975586
163514,Индра 2017,Индра2017,Индра 2017,37.90424728393555
66993,Рембат,Рембат,Рембат,37.91144561767578
67202,Розыск,Розыск,Розыск,37.91397476196289
79371,Тюмень,Тюмень,Тюмень,37.92055130004883
125085,остановка,остановка,остановка,37.92524337768555
81816,ЧАЭС,ЧАЭС,ЧАЭС,37.925987243652344
3311,Африка,Африка,Африка,37.93115997314453
149199,судимость,судимость,судимость,37.932491302490234
69253,СПКУ,СПКУ,СПКУ,37.946693420410156
80749,Хакасия,Хакасия,Хакасия,37.9608039855957
