,gold,characters,hypothesis,value
50340,cancer,cancer,cancer,20.89478302001953
739,error,error,error,20.963783264160156
16046,Penguins,Penguins,Penguins,21.037311553955078
37236,Croatia,Croatia,Croatia,21.04540252685547
12058,amazon,amazon,amazon,21.05954360961914
40369,Santa Barbara,SantaBarbara,Santa Barbara,21.070175170898438
64651,early,early,early,21.098535537719727
77781,Bangalore,Bangalore,Bangalore,21.133520126342773
18676,Glasgow,Glasgow,Glasgow,21.135522842407227
67435,Tori,Tori,Tori,21.137126922607422
43789,Flashpoint,Flashpoint,Flashpoint,21.18161964416504
33984,gmail,gmail,gmail,21.222291946411133
19106,Ducks,Ducks,Ducks,21.247150421142578
1848,Easter,Easter,Easter,21.255762100219727
8486,Canucks,Canucks,Canucks,21.28008270263672
42122,LOST,LOST,LOST,21.331993103027344
18070,Outdoors,Outdoors,Outdoors,21.368934631347656
46252,Synology,Synology,Synology,21.37712860107422
24091,Adelaide,Adelaide,Adelaide,21.381099700927734
23573,finals,finals,finals,21.3905029296875
43323,Indy,Indy,Indy,21.41156768798828
43331,training,training,training,21.43346405029297
45888,weight,weight,weight,21.46213150024414
18421,india,india,india,21.487951278686523
18792,linux,linux,linux,21.498821258544922
19740,Breaking Bad,BreakingBad,Breaking Bad,21.527379989624023
21919,native,native,native,21.53882598876953
17059,Spiritual,Spiritual,Spiritual,21.563570022583008
40032,not really,notreally,not really,21.591354370117188
39399,Dracula,Dracula,Dracula,21.59646224975586
23637,SNL,SNL,SNL,21.617835998535156
7805,TYLER,TYLER,TYLER,21.66808319091797
32336,webmaster,webmaster,webmaster,21.68679428100586
47383,Bruins,Bruins,Bruins,21.69446563720703
19472,Continental,Continental,Continental,21.721471786499023
13736,Evernote,Evernote,Evernote,21.767864227294922
47707,Wolfram Alpha,WolframAlpha,WolframAlpha,21.800025939941406
78442,coffee,coffee,coffee,21.816116333007812
6183,conservation,conservation,conservation,21.821218490600586
45809,widgets,widgets,widgets,21.824844360351562
35376,Eurovision,Eurovision,Eurovision,21.84501838684082
37065,Wii,Wii,Wii,21.85190200805664
7781,french,french,french,21.864009857177734
68337,magic,magic,magic,21.912818908691406
70676,Migraine,Migraine,Migraine,21.938308715820312
2215,Lahore,Lahore,Lahore,21.945228576660156
14242,Karachi,Karachi,Karachi,22.016098022460938
9244,Drupal,Drupal,Drupal,22.016359329223633
391,surface,surface,surface,22.030338287353516
1823,Virgin,Virgin,Virgin,22.052734375
38678,cars,cars,cars,22.08441734313965
21171,Bored,Bored,Bored,22.087263107299805
53625,jazz,jazz,jazz,22.105606079101562
65242,canada,canada,canada,22.121723175048828
28953,lost,lost,lost,22.1580867767334
35013,Halo 3,Halo3,Halo 3,22.172977447509766
5748,travis,travis,travis,22.17719268798828
70558,windows,windows,windows,22.199663162231445
62984,yahoo,yahoo,yahoo,22.216306686401367
15200,victoria,victoria,victoria,22.220260620117188
1977,house,house,house,22.226581573486328
37588,Semper Fidelis,SemperFidelis,Semper Fidelis,22.230052947998047
20725,bacon,bacon,bacon,22.232975006103516
37040,MotoGP,MotoGP,MotoGP,22.23434829711914
19073,ubuntu,ubuntu,ubuntu,22.237586975097656
43170,Tamil,Tamil,Tamil,22.25084114074707
20552,netflix,netflix,netflix,22.272659301757812
24864,amp,amp,amp,22.27288055419922
34977,tennis,tennis,tennis,22.276464462280273
16300,weather,weather,weather,22.292152404785156
9000,tags,tags,tags,22.328815460205078
37126,WTCC,WTCC,WTCC,22.32964515686035
282,Krispy Kreme,KrispyKreme,Krispy Kreme,22.342723846435547
65478,sarcasm,sarcasm,sarcasm,22.358837127685547
5472,iphone,iphone,iphone,22.39824676513672
21406,woo,woo,woo,22.399799346923828
64789,Heineken,Heineken,Heineken,22.402807235717773
9051,Moab,Moab,Moab,22.430923461914062
15777,revision,revision,revision,22.467559814453125
75240,Throwback,Throwback,Throwback,22.470308303833008
24319,face palm,facepalm,facepalm,22.47606658935547
23732,Pity,Pity,Pity,22.50904655456543
2178,cricket,cricket,cricket,22.522014617919922
1741,spotify,spotify,spotify,22.535015106201172
53640,Talking Heads,TalkingHeads,Talking Heads,22.557697296142578
24652,perth,perth,perth,22.580223083496094
9236,spam,spam,spam,22.60256576538086
71262,Nats,Nats,Nats,22.60259437561035
12889,asp,asp,asp,22.64221954345703
16383,Paperwork,Paperwork,Paperwork,22.657115936279297
15739,Nuggets,Nuggets,Nuggets,22.675342559814453
16445,postgresql,postgresql,postgresql,22.680784225463867
31987,NHL Playoffs,NHLPlayoffs,NHL Playoffs,22.697629928588867
24136,Marley,Marley,Marley,22.6989803314209
28849,lulz,lulz,lulz,22.758129119873047
78434,bees,bees,bees,22.767602920532227
76196,hashtags,hashtags,hashtags,22.773630142211914
55184,Firebox,Firebox,Firebox,22.842927932739258
21943,Peoria,Peoria,Peoria,22.843883514404297
1171,italy,italy,italy,22.856847763061523
671,earthquake,earthquake,earthquake,22.868186950683594
34842,3 words,3words,3 words,22.890830993652344
48204,The Brick,TheBrick,The Brick,22.91492462158203
5006,democratic,democratic,democratic,22.93370246887207
18866,baseball,baseball,baseball,22.937511444091797
2071,photog,photog,photog,22.98458480834961
21155,forex,forex,forex,22.997608184814453
41752,firefox,firefox,firefox,23.02987289428711
6398,woot,woot,woot,23.046796798706055
21306,saltwater,saltwater,saltwater,23.049448013305664
47804,Leinster,Leinster,Leinster,23.058860778808594
76239,twist,twist,twist,23.084129333496094
26333,football,football,football,23.121631622314453
16089,gravity,gravity,gravity,23.133955001831055
36449,robinson,robinson,robinson,23.14633560180664
70792,Hunchback,Hunchback,Hunchback,23.18902015686035
65760,metal,metal,metal,23.20276641845703
64410,homeless,homeless,homeless,23.268356323242188
43639,COBOL,COBOL,COBOL,23.29243278503418
10322,Lomo,Lomo,Lomo,23.344968795776367
56159,Canes,Canes,Canes,23.349143981933594
62547,good night,goodnight,goodnight,23.351882934570312
17419,breakfast,breakfast,breakfast,23.36110496520996
47460,just sayin,justsayin,just sayin,23.363908767700195
5894,indonesia,indonesia,indonesia,23.376392364501953
50531,sleep,sleep,sleep,23.39529800415039
28777,nightmare,nightmare,nightmare,23.396570205688477
19098,riff,riff,riff,23.416786193847656
34685,Wishful Thinking,WishfulThinking,Wishful Thinking,23.446903228759766
8941,Coachella,Coachella,Coachella,23.475006103515625
53300,sunshine,sunshine,sunshine,23.51369285583496
38255,Manure,Manure,Manure,23.517566680908203
39309,Prison Break,PrisonBreak,Prison Break,23.533512115478516
44075,Fails,Fails,Fails,23.550914764404297
13475,wind,wind,wind,23.56869125366211
13366,aware,aware,aware,23.579561233520508
27541,lobster,lobster,lobster,23.5803279876709
26965,Man Utd,ManUtd,Man Utd,23.590744018554688
33483,kindle,kindle,kindle,23.591400146484375
2559,socks,socks,socks,23.604063034057617
18436,brighton,brighton,brighton,23.611888885498047
45783,Cannes,Cannes,Cannes,23.615650177001953
53745,new album,newalbum,new album,23.6239013671875
34872,windows 7,windows7,windows 7,23.667667388916016
47558,chicago,chicago,chicago,23.693531036376953
33006,SharePoint,SharePoint,SharePoint,23.70819854736328
72620,asylum,asylum,asylum,23.734050750732422
48971,last,last,last,23.742923736572266
8844,dispatches,dispatches,dispatches,23.744958877563477
622,star trek,startrek,startrek,23.766117095947266
14700,Moscato,Moscato,Moscato,23.766372680664062
16196,vegas,vegas,vegas,23.767045974731445
73717,SGA,SGA,SGA,23.806884765625
11564,sigma,sigma,sigma,23.83156394958496
75829,fireworks,fireworks,fireworks,23.8869571685791
2019,ottawa,ottawa,ottawa,23.905094146728516
64587,heartbreak,heartbreak,heartbreak,23.94363784790039
60638,miracle,miracle,miracle,23.947372436523438
28579,Dollhouse,Dollhouse,Dollhouse,23.976526260375977
17583,insomnia,insomnia,insomnia,24.01324462890625
58994,star wars,starwars,starwars,24.03948974609375
68407,starbucks,starbucks,starbucks,24.051776885986328
2153,Wii Fit,WiiFit,Wii Fit,24.06903076171875
62629,everton,everton,everton,24.084697723388672
8806,Indycar,Indycar,Indycar,24.130250930786133
54395,TWELVE,TWELVE,TWELVE,24.13947296142578
6501,buffalo,buffalo,buffalo,24.157712936401367
31944,good luck,goodluck,good luck,24.169933319091797
64288,sustainability,sustainability,sustainability,24.170310974121094
52908,volkswagen,volkswagen,volkswagen,24.17795181274414
19818,apprentice,apprentice,apprentice,24.200244903564453
9008,overload,overload,overload,24.253711700439453
59254,Dale Brown,DaleBrown,Dale Brown,24.263858795166016
1775,semantic,semantic,semantic,24.268306732177734
18413,suck,suck,suck,24.279651641845703
69492,Migraines,Migraines,Migraines,24.3172607421875
50795,Graze,Graze,Graze,24.332542419433594
15647,twins,twins,twins,24.36254119873047
21187,underbelly,underbelly,underbelly,24.37247657775879
15488,Pompey,Pompey,Pompey,24.399171829223633
55472,giro,giro,giro,24.418292999267578
36320,tweet deck,tweetdeck,tweetdeck,24.45278549194336
17790,background image,backgroundimage,background image,24.462421417236328
43655,CakePHP,CakePHP,CakePHP,24.4962158203125
33608,GMail,GMail,GMail,24.51742935180664
2468,howling,howling,howling,24.53403091430664
24816,melbourne,melbourne,melbourne,24.543655395507812
10741,throwback,throwback,throwback,24.57999610900879
21074,joomla,joomla,joomla,24.596656799316406
37014,primal,primal,primal,24.6298770904541
17369,Diigo,Diigo,Diigo,24.651519775390625
2776,squirrel,squirrel,squirrel,24.677165985107422
60782,terminator,terminator,terminator,24.6971492767334
50088,subway,subway,subway,24.716663360595703
72137,jealous,jealous,jealous,24.73672103881836
34543,biking,biking,biking,24.768043518066406
17385,walmart,walmart,walmart,24.784696578979492
18483,Sehnsucht,Sehnsucht,Sehnsucht,24.808788299560547
15849,derby,derby,derby,24.813579559326172
32311,EFTPOS,EFTPOS,EFTPOS,24.826221466064453
23126,hurt,hurt,hurt,24.83963394165039
32981,Glasto,Glasto,Glasto,24.841432571411133
30310,muffin,muffin,muffin,24.843048095703125
38799,yankees,yankees,yankees,24.843427658081055
12873,azure,azure,azure,24.85172462463379
75049,global warming,globalwarming,global warming,24.869234085083008
50780,fails,fails,fails,24.87091827392578
12248,not likely,notlikely,not likely,24.872352600097656
14480,OmniGraffle,OmniGraffle,OmniGraffle,24.87522315979004
755,tracy,tracy,tracy,24.91657829284668
26117,kimi,kimi,kimi,24.946393966674805
33305,climb,climb,climb,24.953346252441406
9872,bittorrent,bittorrent,bittorrent,25.010730743408203
34908,vancouver,vancouver,vancouver,25.014934539794922
35351,mumbai,mumbai,mumbai,25.042272567749023
43278,expenses,expenses,expenses,25.063589096069336
39756,monday,monday,monday,25.097204208374023
16335,wolverine,wolverine,wolverine,25.10226821899414
8270,Prabhakaran,Prabhakaran,Prabhakaran,25.111080169677734
62604,dongle,dongle,dongle,25.11393928527832
75944,swans,swans,swans,25.152355194091797
11273,bsg,bsg,bsg,25.187698364257812
10395,Samaya,Samaya,Samaya,25.192291259765625
31359,Lemon Tree,LemonTree,Lemon Tree,25.208290100097656
19246,blue box,bluebox,bluebox,25.235912322998047
21264,toulouse,toulouse,toulouse,25.26633071899414
26281,scrapbook,scrapbook,scrapbook,25.26824951171875
69815,polaroid,polaroid,polaroid,25.268943786621094
65267,spymaster,spymaster,spymaster,25.27984619140625
75964,David Archuleta,DavidArchuleta,David Archuleta,25.283519744873047
53588,Let me go,Letmego,Letme go,25.285388946533203
72797,TCOT,TCOT,TCOT,25.306777954101562
50902,graze,graze,graze,25.31649398803711
9977,morning joe,morningjoe,morning joe,25.362205505371094
62944,lupus,lupus,lupus,25.362905502319336
5414,Tweet Deck,TweetDeck,TweetDeck,25.36587142944336
8576,Game Ports,GamePorts,Game Ports,25.369897842407227
10801,dissertation,dissertation,dissertation,25.372913360595703
7531,spain,spain,spain,25.378482818603516
46640,interop,interop,interop,25.38040542602539
71532,twat,twat,twat,25.38162612915039
4998,SUPA,SUPA,SUPA,25.407012939453125
68992,reality check,realitycheck,realitycheck,25.40745735168457
8422,genealogy,genealogy,genealogy,25.423511505126953
38338,racial profiling,racialprofiling,racial profiling,25.43184471130371
74170,erlang,erlang,erlang,25.44330406188965
66534,field notes,fieldnotes,field notes,25.46280860900879
9471,MICA,MICA,MICA,25.482009887695312
8636,police state,policestate,police state,25.496795654296875
11441,Miss USA,MissUSA,Miss USA,25.50057601928711
425,rails,rails,rails,25.501319885253906
20907,Ladytron,Ladytron,Ladytron,25.525278091430664
65965,geocache,geocache,geocache,25.549819946289062
49197,TEDx Tokyo,TEDxTokyo,TEDxTokyo,25.551651000976562
45606,leopard,leopard,leopard,25.554489135742188
37559,a11y,a11y,a11y,25.555675506591797
18115,Logies,Logies,Logies,25.560176849365234
6009,what a burger,whataburger,whataburger,25.561067581176758
47190,togs,togs,togs,25.611127853393555
18045,maddie,maddie,maddie,25.645122528076172
1479,Ambients,Ambients,Ambients,25.663190841674805
38586,redwings,redwings,redwings,25.675527572631836
22245,Stansted,Stansted,Stansted,25.67821502685547
40152,Music Monday,MusicMonday,Music Monday,25.692602157592773
74652,second life,secondlife,second life,25.693830490112305
54691,letdown,letdown,letdown,25.696460723876953
42565,Terminator 4,Terminator4,Terminator 4,25.6968994140625
38872,lacrosse,lacrosse,lacrosse,25.69808578491211
63072,nightshift,nightshift,nightshift,25.703617095947266
47664,unfollow,unfollow,unfollow,25.70877456665039
66033,it sucks,itsucks,it sucks,25.744327545166016
22300,the hills,thehills,the hills,25.766155242919922
2903,bremen,bremen,bremen,25.766572952270508
59357,illness,illness,illness,25.77912139892578
10130,app store,appstore,appstore,25.781980514526367
31246,Why I Tweet,WhyITweet,Why I Tweet,25.785404205322266
9587,Tweetie,Tweetie,Tweetie,25.809221267700195
72261,the beat,thebeat,the beat,25.829021453857422
16031,i news,inews,inews,25.8634033203125
1873,barcodes,barcodes,barcodes,25.905162811279297
6743,formula 1,formula1,formula 1,25.910537719726562
36377,eurovision,eurovision,eurovision,25.916767120361328
38772,brasil,brasil,brasil,25.917186737060547
12557,typo3,typo3,typo3,25.970375061035156
38561,scrubs,scrubs,scrubs,25.990497589111328
34163,crumpets,crumpets,crumpets,26.020784378051758
55436,Dayquil,Dayquil,Dayquil,26.021347045898438
11518,home game,homegame,home game,26.03237533569336
9067,malware bytes,malwarebytes,malwarebytes,26.090499877929688
31311,macbooks,macbooks,macbooks,26.11201286315918
13898,TEMPLES,TEMPLES,TEMPLES,26.112808227539062
14933,TMMM,TMMM,TMMM,26.11993408203125
51061,Border liner,Borderliner,Borderliner,26.141033172607422
37569,RC Car,RCCar,RC Car,26.147581100463867
57304,pinoy,pinoy,pinoy,26.17535400390625
1439,good life,goodlife,good life,26.19822120666504
26381,Twitter Takeover,TwitterTakeover,Twitter Takeover,26.252756118774414
9532,redshirts,redshirts,redshirts,26.280059814453125
77328,free nas,freenas,freenas,26.28205680847168
28644,Breaking bad,Breakingbad,Breaking bad,26.291645050048828
17943,roll call,rollcall,rollcall,26.296768188476562
16613,SEAF,SEAF,SEAF,26.299463272094727
19689,Kelloggs,Kelloggs,Kelloggs,26.307920455932617
27275,acen,acen,acen,26.324480056762695
14874,geocaching,geocaching,geocaching,26.332584381103516
56271,leafs,leafs,leafs,26.359697341918945
15155,openmoko,openmoko,openmoko,26.360950469970703
39208,indy 500,indy500,indy500,26.401227951049805
32390,my map,mymap,my map,26.404247283935547
64667,ccnet,ccnet,ccnet,26.408016204833984
1400,rock box,rockbox,rockbox,26.411170959472656
73294,wset,wset,wset,26.41645050048828
365,Kulula,Kulula,Kulula,26.46677017211914
69554,whats happening,whatshappening,whats happening,26.46935272216797
78157,gripe,gripe,gripe,26.477733612060547
15473,bulls,bulls,bulls,26.47832679748535
54620,DR WHO,DRWHO,DR WHO,26.52553939819336
59420,SIXX,SIXX,SIXX,26.55754852294922
12602,swine flu,swineflu,swine flu,26.570659637451172
8752,Berbatov,Berbatov,Berbatov,26.587295532226562
20798,xenocide,xenocide,xenocide,26.647064208984375
10271,pissed off,pissedoff,pissed off,26.667007446289062
50604,google chrome,googlechrome,google chrome,26.67490577697754
55013,DEMF,DEMF,DEMF,26.680809020996094
37069,truecrypt,truecrypt,truecrypt,26.685150146484375
24520,dollhouse,dollhouse,dollhouse,26.68612289428711
59038,lakers,lakers,lakers,26.698688507080078
40087,h1n1,h1n1,h1n1,26.700502395629883
5370,epic fail,epicfail,epicfail,26.709415435791016
5199,tuttle,tuttle,tuttle,26.722089767456055
51533,my penis,mypenis,my penis,26.732162475585938
37279,family history,familyhistory,family history,26.751497268676758
66006,rstats,rstats,rstats,26.773244857788086
14941,Stabbity,Stabbity,Stabbity,26.783668518066406
72745,flyer talk,flyertalk,flyertalk,26.78545570373535
23641,Chestermere,Chestermere,Chestermere,26.787599563598633
43998,school time,schooltime,schooltime,26.84823989868164
73628,kettlebells,kettlebells,kettlebells,26.873136520385742
74745,laker,laker,laker,26.908958435058594
33292,no car,nocar,no car,26.934913635253906
71450,S Army,SArmy,S Army,26.97199249267578
74765,right turn,rightturn,right turn,26.979244232177734
17628,Famished,Famished,Famished,26.99197769165039
46302,VS 2010,VS2010,VS 2010,26.998363494873047
8522,progrock,progrock,progrock,27.011402130126953
19447,Ayrton,Ayrton,Ayrton,27.041461944580078
6542,bluray,bluray,bluray,27.06439971923828
43185,web 2,web2,web2,27.091426849365234
64556,JavaONE,JavaONE,Java ONE,27.09196662902832
23520,canucks,canucks,canucks,27.100994110107422
23070,Tweet It Up,TweetItUp,Tweet It Up,27.103816986083984
5983,nascar,nascar,nascar,27.13395881652832
21103,tough love,toughlove,tough love,27.16716194152832
55708,cramps,cramps,cramps,27.190338134765625
13720,Nambu,Nambu,Nambu,27.202865600585938
33741,CPSIA,CPSIA,CPSIA,27.21530532836914
22712,blisters,blisters,blisters,27.265647888183594
23597,23 and me,23andme,23andme,27.307435989379883
37404,gnu cash,gnucash,gnucash,27.322582244873047
15416,bamboozle,bamboozle,bamboozle,27.336414337158203
76622,itouch,itouch,i touch,27.36471939086914
2665,random facts,randomfacts,random facts,27.375171661376953
37436,shortstack,shortstack,shortstack,27.420438766479492
6105,uprise,uprise,uprise,27.47635269165039
50365,lightboxes,lightboxes,lightboxes,27.479393005371094
62822,better days,betterdays,better days,27.483245849609375
42772,adium,adium,adium,27.51934051513672
49256,no agenda,noagenda,no agenda,27.530672073364258
38917,McFly,McFly,McFly,27.575424194335938
66521,PNLC,PNLC,PNLC,27.598642349243164
72974,red sox,redsox,redsox,27.618751525878906
67374,primavera,primavera,primavera,27.629920959472656
48048,revision 3,revision3,revision 3,27.634281158447266
37725,sri lanka,srilanka,sri lanka,27.635007858276367
73306,girl crush,girlcrush,girl crush,27.643470764160156
55107,flyfishing,flyfishing,flyfishing,27.735031127929688
9837,tweetie,tweetie,tweetie,27.759639739990234
22173,event track,eventtrack,event track,27.77866554260254
49711,b park,bpark,bpark,27.7796630859375
28834,nucks,nucks,nucks,27.83362579345703
50120,Follow Friday,FollowFriday,Follow Friday,27.83905792236328
2574,plowed,plowed,plowed,27.84783172607422
47639,arashi,arashi,arashi,27.906198501586914
45560,Fellowes,Fellowes,Fellowes,27.94036865234375
40242,secret mission,secretmission,secret mission,27.96678924560547
29242,twitter fail,twitterfail,twitterfail,27.975605010986328
5680,UFC 97,UFC97,UFC 97,27.98016929626465
3189,readathon,readathon,readathon,28.00262451171875
41737,Eelam,Eelam,Eelam,28.0100040435791
76263,favorite movie,favoritemovie,favorite movie,28.01974105834961
68292,Sixx,Sixx,Sixx,28.091007232666016
33321,q and a,qanda,qanda,28.103042602539062
29954,story of my life,storyofmylife,story of my life,28.162067413330078
29124,sky tools,skytools,skytools,28.171226501464844
2599,hill house,hillhouse,hillhouse,28.201276779174805
54928,im just sayin,imjustsayin,im just sayin,28.2643985748291
36149,married life,marriedlife,married life,28.264957427978516
75890,home birth,homebirth,home birth,28.27691078186035
22399,ice hockey,icehockey,ice hockey,28.280643463134766
34424,green day,greenday,greenday,28.28168487548828
39438,yay man,yayman,yay man,28.29727554321289
10938,Tinted Windows,TintedWindows,Tinted Windows,28.304224014282227
18712,live scribe,livescribe,livescribe,28.313133239746094
30917,code completion,codecompletion,code completion,28.358154296875
64199,cost savings,costsavings,cost savings,28.384183883666992
10598,boston marathon,bostonmarathon,bostonmarathon,28.417606353759766
49513,orkut,orkut,orkut,28.41988754272461
29405,gwibber,gwibber,gwibber,28.44245719909668
53405,ravelry,ravelry,ravelry,28.467979431152344
52979,ifast,ifast,i fast,28.47567367553711
46593,Emetrics,Emetrics,Emetrics,28.545658111572266
60680,Twitter Remix,TwitterRemix,Twitter Remix,28.55382537841797
2440,ASOT 400,ASOT400,ASOT 400,28.572059631347656
43692,Photo Follows,PhotoFollows,Photo Follows,28.577919006347656
31178,no pants,nopants,nopants,28.585941314697266
39530,hurling,hurling,hurling,28.59757423400879
14735,WWDC s,WWDCs,WWDCs,28.607879638671875
39741,g free,gfree,gfree,28.615755081176758
5334,cubbies,cubbies,cubbies,28.662080764770508
29060,cusswords,cusswords,cusswords,28.676897048950195
22611,lost the game,lostthegame,lost the game,28.681060791015625
78470,bad timing,badtiming,bad timing,28.691869735717773
30294,mc fly,mcfly,mcfly,28.69640350341797
24043,i lost the game,ilostthegame,i lost the game,28.700565338134766
68805,manics,manics,manics,28.709957122802734
70601,kitchen fire,kitchenfire,kitchen fire,28.806617736816406
17727,logies,logies,logies,28.836246490478516
37204,tweet up,tweetup,tweetup,28.865737915039062
5065,Flylady,Flylady,Flylady,28.884016036987305
39465,simple plan,simpleplan,simple plan,28.884021759033203
68848,the daily show,thedailyshow,the daily show,28.887304306030273
45385,bushfires,bushfires,bushfires,28.89055824279785
56174,electro house,electrohouse,electrohouse,28.906871795654297
19605,Paper Heroes,PaperHeroes,Paper Heroes,28.90774154663086
12735,moose tracks,moosetracks,moose tracks,28.94080352783203
26559,man city,mancity,mancity,28.955459594726562
49109,Death Sponge,DeathSponge,Death Sponge,28.967472076416016
55943,twares,twares,twares,28.98926544189453
32407,spin to,spinto,spin to,28.997737884521484
38079,singleminded,singleminded,singleminded,29.01369285583496
38692,london 2009,london2009,london 2009,29.072731018066406
10215,medifast,medifast,medifast,29.081260681152344
19884,kelloggs,kelloggs,kelloggs,29.08565902709961
14096,vitaminwater,vitaminwater,vitamin water,29.08626937866211
46577,drobo,drobo,drobo,29.10577392578125
9822,nambu,nambu,nambu,29.13530731201172
14755,daily exercise,dailyexercise,daily exercise,29.15938949584961
31065,teched,teched,teched,29.180587768554688
53047,post digital,postdigital,postdigital,29.199264526367188
12546,Typo3,Typo3,Typo 3,29.291351318359375
13257,Dutch lessons,Dutchlessons,Dutch lessons,29.294612884521484
46529,spoonies,spoonies,spoonies,29.31773567199707
74569,my weakness,myweakness,my weakness,29.330448150634766
48769,for daisy,fordaisy,for daisy,29.337753295898438
74333,WNTW,WNTW,WNTW,29.36040496826172
18608,flying pig,flyingpig,flyingpig,29.36077117919922
65745,asylm,asylm,asylm,29.40096664428711
27815,big weekend,bigweekend,big weekend,29.41163444519043
53154,build your brand,buildyourbrand,build your brand,29.43505859375
21969,hamr,hamr,hamr,29.447799682617188
9194,summer 09,summer09,summer 09,29.48760986328125
45640,sawman,sawman,sawman,29.556459426879883
30039,digital planet,digitalplanet,digitalplanet,29.558616638183594
6296,Twitter whore,Twitterwhore,Twitter whore,29.563764572143555
6576,accidents happen,accidentshappen,accidents happen,29.56961441040039
15965,fort worth,fortworth,fortworth,29.572246551513672
25140,nigella,nigella,nigella,29.57758331298828
9287,yay men,yaymen,yay men,29.592960357666016
33849,ride to work,ridetowork,ride to work,29.595993041992188
18141,pooram,pooram,pooram,29.612146377563477
67945,uk pubs,ukpubs,ukpubs,29.651836395263672
28571,tcaf,tcaf,tcaf,29.654926300048828
39925,follow week,followweek,follow week,29.662906646728516
56040,george michael,georgemichael,georgemichael,29.68233871459961
41798,for our hero,forourhero,for our hero,29.689390182495117
15365,fail whale,failwhale,fail whale,29.694028854370117
54429,website fail,websitefail,website fail,29.70433807373047
18037,ncfc,ncfc,ncfc,29.710403442382812
11229,food fail,foodfail,foodfail,29.716815948486328
5224,RSD 09,RSD09,RSD09,29.768199920654297
14559,Kolache Factory,KolacheFactory,Kolache Factory,29.791793823242188
11769,Global Marijuana March,GlobalMarijuanaMarch,Global Marijuana March,29.798900604248047
13944,heavy workload,heavyworkload,heavy workload,29.816417694091797
5692,ahbl,ahbl,ahbl,29.8287353515625
15513,moodswings,moodswings,moodswings,29.82897186279297
15639,bcp 3,bcp3,bcp3,29.829917907714844
74067,The Green Teen,TheGreenTeen,The Green Teen,29.831382751464844
1528,the in betweeners,theinbetweeners,the inbetweeners,29.844623565673828
8226,aacr,aacr,aacr,29.86919403076172
