,gold,characters,hypothesis,value
34436,Bones,Bones,Bones,20.075162887573242
63297,movie,movie,movie,20.090171813964844
22862,Twins,Twins,Twins,20.107797622680664
36606,Geek,Geek,Geek,20.163528442382812
46027,Irish,Irish,Irish,20.288787841796875
66146,FAIL,FAIL,FAIL,20.304306030273438
9082,Wolves,Wolves,Wolves,20.311264038085938
35690,WordPress,WordPress,WordPress,20.319250106811523
23483,Google Chrome,GoogleChrome,Google Chrome,20.33611488342285
17918,flickr,flickr,flickr,20.483108520507812
268,fail,fail,fail,20.49306869506836
2411,Angels,Angels,Angels,20.54503631591797
34399,Scarlet,Scarlet,Scarlet,20.54825210571289
69941,Morrissey,Morrissey,Morrissey,20.619712829589844
33788,Ericsson,Ericsson,Ericsson,20.63878631591797
23723,Hawks,Hawks,Hawks,20.668540954589844
42802,Bristol,Bristol,Bristol,20.735336303710938
70995,photography,photography,photography,20.738441467285156
48262,Without,Without,Without,20.743953704833984
39894,May 24,May24,May 24,20.771286010742188
15751,Wolverine,Wolverine,Wolverine,20.838809967041016
36982,Green Day,GreenDay,Green Day,20.852088928222656
59782,Chrysler,Chrysler,Chrysler,20.865867614746094
50617,cancer,cancer,cancer,20.89478302001953
739,error,error,error,20.963783264160156
16211,Penguins,Penguins,Penguins,21.037311553955078
37401,Croatia,Croatia,Croatia,21.04540252685547
12223,amazon,amazon,amazon,21.05954360961914
40534,Santa Barbara,SantaBarbara,Santa Barbara,21.070175170898438
65285,early,early,early,21.098535537719727
78430,Bangalore,Bangalore,Bangalore,21.133520126342773
18841,Glasgow,Glasgow,Glasgow,21.135522842407227
68069,Tori,Tori,Tori,21.137126922607422
43954,Flashpoint,Flashpoint,Flashpoint,21.18161964416504
34149,gmail,gmail,gmail,21.222291946411133
19271,Ducks,Ducks,Ducks,21.247150421142578
1848,Easter,Easter,Easter,21.255762100219727
8651,Canucks,Canucks,Canucks,21.28008270263672
42287,LOST,LOST,LOST,21.331993103027344
18235,Outdoors,Outdoors,Outdoors,21.368934631347656
46512,Synology,Synology,Synology,21.37712860107422
24256,Adelaide,Adelaide,Adelaide,21.381099700927734
23738,finals,finals,finals,21.3905029296875
43488,Indy,Indy,Indy,21.41156768798828
43496,training,training,training,21.43346405029297
46148,weight,weight,weight,21.46213150024414
18586,india,india,india,21.487951278686523
18957,linux,linux,linux,21.498821258544922
19905,Breaking Bad,BreakingBad,Breaking Bad,21.527379989624023
22084,native,native,native,21.53882598876953
17224,Spiritual,Spiritual,Spiritual,21.563570022583008
40197,not really,notreally,not really,21.591354370117188
39564,Dracula,Dracula,Dracula,21.59646224975586
23802,SNL,SNL,SNL,21.617835998535156
7970,TYLER,TYLER,TYLER,21.66808319091797
32501,webmaster,webmaster,webmaster,21.68679428100586
47643,Bruins,Bruins,Bruins,21.69446563720703
19637,Continental,Continental,Continental,21.721471786499023
13901,Evernote,Evernote,Evernote,21.767864227294922
47967,Wolfram Alpha,WolframAlpha,WolframAlpha,21.800025939941406
79091,coffee,coffee,coffee,21.816116333007812
6348,conservation,conservation,conservation,21.821218490600586
46069,widgets,widgets,widgets,21.824844360351562
35541,Eurovision,Eurovision,Eurovision,21.84501838684082
37230,Wii,Wii,Wii,21.85190200805664
7946,french,french,french,21.864009857177734
68971,magic,magic,magic,21.912818908691406
71310,Migraine,Migraine,Migraine,21.938308715820312
2215,Lahore,Lahore,Lahore,21.945228576660156
14407,Karachi,Karachi,Karachi,22.016098022460938
9409,Drupal,Drupal,Drupal,22.016359329223633
391,surface,surface,surface,22.030338287353516
1823,Virgin,Virgin,Virgin,22.052734375
38843,cars,cars,cars,22.08441734313965
21336,Bored,Bored,Bored,22.087263107299805
53989,jazz,jazz,jazz,22.105606079101562
65876,canada,canada,canada,22.121723175048828
29118,lost,lost,lost,22.1580867767334
35178,Halo 3,Halo3,Halo 3,22.172977447509766
5913,travis,travis,travis,22.17719268798828
71192,windows,windows,windows,22.199663162231445
63618,yahoo,yahoo,yahoo,22.216306686401367
15365,victoria,victoria,victoria,22.220260620117188
1977,house,house,house,22.226581573486328
37753,Semper Fidelis,SemperFidelis,Semper Fidelis,22.230052947998047
20890,bacon,bacon,bacon,22.232975006103516
37205,MotoGP,MotoGP,MotoGP,22.23434829711914
19238,ubuntu,ubuntu,ubuntu,22.237586975097656
43335,Tamil,Tamil,Tamil,22.25084114074707
20717,netflix,netflix,netflix,22.272659301757812
25029,amp,amp,amp,22.27288055419922
35142,tennis,tennis,tennis,22.276464462280273
16465,weather,weather,weather,22.292152404785156
9165,tags,tags,tags,22.328815460205078
37291,WTCC,WTCC,WTCC,22.32964515686035
282,Krispy Kreme,KrispyKreme,Krispy Kreme,22.342723846435547
66112,sarcasm,sarcasm,sarcasm,22.358837127685547
5637,iphone,iphone,iphone,22.39824676513672
21571,woo,woo,woo,22.399799346923828
65423,Heineken,Heineken,Heineken,22.402807235717773
9216,Moab,Moab,Moab,22.430923461914062
15942,revision,revision,revision,22.467559814453125
75874,Throwback,Throwback,Throwback,22.470308303833008
24484,face palm,facepalm,facepalm,22.47606658935547
23897,Pity,Pity,Pity,22.50904655456543
2178,cricket,cricket,cricket,22.522014617919922
1741,spotify,spotify,spotify,22.535015106201172
54004,Talking Heads,TalkingHeads,Talking Heads,22.557697296142578
24817,perth,perth,perth,22.580223083496094
9401,spam,spam,spam,22.60256576538086
71896,Nats,Nats,Nats,22.60259437561035
13054,asp,asp,asp,22.64221954345703
16548,Paperwork,Paperwork,Paperwork,22.657115936279297
15904,Nuggets,Nuggets,Nuggets,22.675342559814453
16610,postgresql,postgresql,postgresql,22.680784225463867
32152,NHL Playoffs,NHLPlayoffs,NHL Playoffs,22.697629928588867
24301,Marley,Marley,Marley,22.6989803314209
29014,lulz,lulz,lulz,22.758129119873047
79083,bees,bees,bees,22.767602920532227
76830,hashtags,hashtags,hashtags,22.773630142211914
55548,Firebox,Firebox,Firebox,22.842927932739258
22108,Peoria,Peoria,Peoria,22.843883514404297
1171,italy,italy,italy,22.856847763061523
671,earthquake,earthquake,earthquake,22.868186950683594
35007,3 words,3words,3 words,22.890830993652344
48464,The Brick,TheBrick,The Brick,22.91492462158203
5171,democratic,democratic,democratic,22.93370246887207
19031,baseball,baseball,baseball,22.937511444091797
2071,photog,photog,photog,22.98458480834961
21320,forex,forex,forex,22.997608184814453
41917,firefox,firefox,firefox,23.02987289428711
6563,woot,woot,woot,23.046796798706055
21471,saltwater,saltwater,saltwater,23.049448013305664
48064,Leinster,Leinster,Leinster,23.058860778808594
76873,twist,twist,twist,23.084129333496094
26498,football,football,football,23.121631622314453
16254,gravity,gravity,gravity,23.133955001831055
36614,robinson,robinson,robinson,23.14633560180664
71426,Hunchback,Hunchback,Hunchback,23.18902015686035
66394,metal,metal,metal,23.20276641845703
65044,homeless,homeless,homeless,23.268356323242188
43804,COBOL,COBOL,COBOL,23.29243278503418
10487,Lomo,Lomo,Lomo,23.344968795776367
56523,Canes,Canes,Canes,23.349143981933594
63181,good night,goodnight,goodnight,23.351882934570312
17584,breakfast,breakfast,breakfast,23.36110496520996
47720,just sayin,justsayin,just sayin,23.363908767700195
6059,indonesia,indonesia,indonesia,23.376392364501953
50808,sleep,sleep,sleep,23.39529800415039
28942,nightmare,nightmare,nightmare,23.396570205688477
19263,riff,riff,riff,23.416786193847656
34850,Wishful Thinking,WishfulThinking,Wishful Thinking,23.446903228759766
9106,Coachella,Coachella,Coachella,23.475006103515625
53664,sunshine,sunshine,sunshine,23.51369285583496
38420,Manure,Manure,Manure,23.517566680908203
39474,Prison Break,PrisonBreak,Prison Break,23.533512115478516
44240,Fails,Fails,Fails,23.550914764404297
13640,wind,wind,wind,23.56869125366211
13531,aware,aware,aware,23.579561233520508
27706,lobster,lobster,lobster,23.5803279876709
27130,Man Utd,ManUtd,Man Utd,23.590744018554688
33648,kindle,kindle,kindle,23.591400146484375
2559,socks,socks,socks,23.604063034057617
18601,brighton,brighton,brighton,23.611888885498047
46043,Cannes,Cannes,Cannes,23.615650177001953
54109,new album,newalbum,new album,23.6239013671875
35037,windows 7,windows7,windows 7,23.667667388916016
47818,chicago,chicago,chicago,23.693531036376953
33171,SharePoint,SharePoint,SharePoint,23.70819854736328
73254,asylum,asylum,asylum,23.734050750732422
49248,last,last,last,23.742923736572266
9009,dispatches,dispatches,dispatches,23.744958877563477
622,star trek,startrek,startrek,23.766117095947266
14865,Moscato,Moscato,Moscato,23.766372680664062
16361,vegas,vegas,vegas,23.767045974731445
74351,SGA,SGA,SGA,23.806884765625
11729,sigma,sigma,sigma,23.83156394958496
76463,fireworks,fireworks,fireworks,23.8869571685791
2019,ottawa,ottawa,ottawa,23.905094146728516
65221,heartbreak,heartbreak,heartbreak,23.94363784790039
61130,miracle,miracle,miracle,23.947372436523438
28744,Dollhouse,Dollhouse,Dollhouse,23.976526260375977
17748,insomnia,insomnia,insomnia,24.01324462890625
59468,star wars,starwars,starwars,24.03948974609375
69041,starbucks,starbucks,starbucks,24.051776885986328
2153,Wii Fit,WiiFit,Wii Fit,24.06903076171875
63263,everton,everton,everton,24.084697723388672
8971,Indycar,Indycar,Indycar,24.130250930786133
54759,TWELVE,TWELVE,TWELVE,24.13947296142578
6666,buffalo,buffalo,buffalo,24.157712936401367
32109,good luck,goodluck,good luck,24.169933319091797
64922,sustainability,sustainability,sustainability,24.170310974121094
53272,volkswagen,volkswagen,volkswagen,24.17795181274414
19983,apprentice,apprentice,apprentice,24.200244903564453
9173,overload,overload,overload,24.253711700439453
59728,Dale Brown,DaleBrown,Dale Brown,24.263858795166016
1775,semantic,semantic,semantic,24.268306732177734
18578,suck,suck,suck,24.279651641845703
70126,Migraines,Migraines,Migraines,24.3172607421875
51072,Graze,Graze,Graze,24.332542419433594
15812,twins,twins,twins,24.36254119873047
21352,underbelly,underbelly,underbelly,24.37247657775879
15653,Pompey,Pompey,Pompey,24.399171829223633
55836,giro,giro,giro,24.418292999267578
36485,tweet deck,tweetdeck,tweetdeck,24.45278549194336
17955,background image,backgroundimage,background image,24.462421417236328
43820,CakePHP,CakePHP,CakePHP,24.4962158203125
33773,GMail,GMail,GMail,24.51742935180664
2468,howling,howling,howling,24.53403091430664
24981,melbourne,melbourne,melbourne,24.543655395507812
10906,throwback,throwback,throwback,24.57999610900879
21239,joomla,joomla,joomla,24.596656799316406
37179,primal,primal,primal,24.6298770904541
17534,Diigo,Diigo,Diigo,24.651519775390625
2776,squirrel,squirrel,squirrel,24.677165985107422
61274,terminator,terminator,terminator,24.6971492767334
50365,subway,subway,subway,24.716663360595703
72771,jealous,jealous,jealous,24.73672103881836
34708,biking,biking,biking,24.768043518066406
17550,walmart,walmart,walmart,24.784696578979492
18648,Sehnsucht,Sehnsucht,Sehnsucht,24.808788299560547
16014,derby,derby,derby,24.813579559326172
32476,EFTPOS,EFTPOS,EFTPOS,24.826221466064453
23291,hurt,hurt,hurt,24.83963394165039
33146,Glasto,Glasto,Glasto,24.841432571411133
30475,muffin,muffin,muffin,24.843048095703125
38964,yankees,yankees,yankees,24.843427658081055
13038,azure,azure,azure,24.85172462463379
75683,global warming,globalwarming,global warming,24.869234085083008
51057,fails,fails,fails,24.87091827392578
12413,not likely,notlikely,not likely,24.872352600097656
14645,OmniGraffle,OmniGraffle,OmniGraffle,24.87522315979004
755,tracy,tracy,tracy,24.91657829284668
26282,kimi,kimi,kimi,24.946393966674805
33470,climb,climb,climb,24.953346252441406
10037,bittorrent,bittorrent,bittorrent,25.010730743408203
35073,vancouver,vancouver,vancouver,25.014934539794922
35516,mumbai,mumbai,mumbai,25.042272567749023
43443,expenses,expenses,expenses,25.063589096069336
39921,monday,monday,monday,25.097204208374023
16500,wolverine,wolverine,wolverine,25.10226821899414
8435,Prabhakaran,Prabhakaran,Prabhakaran,25.111080169677734
63238,dongle,dongle,dongle,25.11393928527832
76578,swans,swans,swans,25.152355194091797
11438,bsg,bsg,bsg,25.187698364257812
10560,Samaya,Samaya,Samaya,25.192291259765625
31524,Lemon Tree,LemonTree,Lemon Tree,25.208290100097656
19411,blue box,bluebox,bluebox,25.235912322998047
21429,toulouse,toulouse,toulouse,25.26633071899414
26446,scrapbook,scrapbook,scrapbook,25.26824951171875
70449,polaroid,polaroid,polaroid,25.268943786621094
65901,spymaster,spymaster,spymaster,25.27984619140625
76598,David Archuleta,DavidArchuleta,David Archuleta,25.283519744873047
53952,Let me go,Letmego,Letme go,25.285388946533203
73431,TCOT,TCOT,TCOT,25.306777954101562
51179,graze,graze,graze,25.31649398803711
10142,morning joe,morningjoe,morning joe,25.362205505371094
63578,lupus,lupus,lupus,25.362905502319336
5579,Tweet Deck,TweetDeck,TweetDeck,25.36587142944336
8741,Game Ports,GamePorts,Game Ports,25.369897842407227
10966,dissertation,dissertation,dissertation,25.372913360595703
7696,spain,spain,spain,25.378482818603516
46900,interop,interop,interop,25.38040542602539
72166,twat,twat,twat,25.38162612915039
5163,SUPA,SUPA,SUPA,25.407012939453125
69626,reality check,realitycheck,realitycheck,25.40745735168457
8587,genealogy,genealogy,genealogy,25.423511505126953
38503,racial profiling,racialprofiling,racial profiling,25.43184471130371
74804,erlang,erlang,erlang,25.44330406188965
67168,field notes,fieldnotes,field notes,25.46280860900879
9636,MICA,MICA,MICA,25.482009887695312
8801,police state,policestate,police state,25.496795654296875
11606,Miss USA,MissUSA,Miss USA,25.50057601928711
425,rails,rails,rails,25.501319885253906
21072,Ladytron,Ladytron,Ladytron,25.525278091430664
66599,geocache,geocache,geocache,25.549819946289062
49474,TEDx Tokyo,TEDxTokyo,TEDxTokyo,25.551651000976562
45866,leopard,leopard,leopard,25.554489135742188
37724,a11y,a11y,a11y,25.555675506591797
18280,Logies,Logies,Logies,25.560176849365234
6174,what a burger,whataburger,whataburger,25.561067581176758
47450,togs,togs,togs,25.611127853393555
18210,maddie,maddie,maddie,25.645122528076172
1479,Ambients,Ambients,Ambients,25.663190841674805
38751,redwings,redwings,redwings,25.675527572631836
22410,Stansted,Stansted,Stansted,25.67821502685547
40317,Music Monday,MusicMonday,Music Monday,25.692602157592773
75286,second life,secondlife,second life,25.693830490112305
55055,letdown,letdown,letdown,25.696460723876953
42730,Terminator 4,Terminator4,Terminator 4,25.6968994140625
39037,lacrosse,lacrosse,lacrosse,25.69808578491211
63706,nightshift,nightshift,nightshift,25.703617095947266
47924,unfollow,unfollow,unfollow,25.70877456665039
66667,it sucks,itsucks,it sucks,25.744327545166016
22465,the hills,thehills,the hills,25.766155242919922
2903,bremen,bremen,bremen,25.766572952270508
59831,illness,illness,illness,25.77912139892578
10295,app store,appstore,appstore,25.781980514526367
31411,Why I Tweet,WhyITweet,Why I Tweet,25.785404205322266
9752,Tweetie,Tweetie,Tweetie,25.809221267700195
72895,the beat,thebeat,the beat,25.829021453857422
16196,i news,inews,inews,25.8634033203125
1873,barcodes,barcodes,barcodes,25.905162811279297
6908,formula 1,formula1,formula 1,25.910537719726562
36542,eurovision,eurovision,eurovision,25.916767120361328
38937,brasil,brasil,brasil,25.917186737060547
12722,typo3,typo3,typo3,25.970375061035156
38726,scrubs,scrubs,scrubs,25.990497589111328
34328,crumpets,crumpets,crumpets,26.020784378051758
55800,Dayquil,Dayquil,Dayquil,26.021347045898438
11683,home game,homegame,home game,26.03237533569336
9232,malware bytes,malwarebytes,malwarebytes,26.090499877929688
31476,macbooks,macbooks,macbooks,26.11201286315918
14063,TEMPLES,TEMPLES,TEMPLES,26.112808227539062
15098,TMMM,TMMM,TMMM,26.11993408203125
51338,Border liner,Borderliner,Borderliner,26.141033172607422
37734,RC Car,RCCar,RC Car,26.147581100463867
57668,pinoy,pinoy,pinoy,26.17535400390625
1439,good life,goodlife,good life,26.19822120666504
26546,Twitter Takeover,TwitterTakeover,Twitter Takeover,26.252756118774414
9697,redshirts,redshirts,redshirts,26.280059814453125
77977,free nas,freenas,freenas,26.28205680847168
28809,Breaking bad,Breakingbad,Breaking bad,26.291645050048828
18108,roll call,rollcall,rollcall,26.296768188476562
16778,SEAF,SEAF,SEAF,26.299463272094727
19854,Kelloggs,Kelloggs,Kelloggs,26.307920455932617
27440,acen,acen,acen,26.324480056762695
15039,geocaching,geocaching,geocaching,26.332584381103516
56635,leafs,leafs,leafs,26.359697341918945
15320,openmoko,openmoko,openmoko,26.360950469970703
39373,indy 500,indy500,indy500,26.401227951049805
32555,my map,mymap,my map,26.404247283935547
65301,ccnet,ccnet,ccnet,26.408016204833984
1400,rock box,rockbox,rockbox,26.411170959472656
73928,wset,wset,wset,26.41645050048828
365,Kulula,Kulula,Kulula,26.46677017211914
70188,whats happening,whatshappening,whats happening,26.46935272216797
78806,gripe,gripe,gripe,26.477733612060547
15638,bulls,bulls,bulls,26.47832679748535
54984,DR WHO,DRWHO,DR WHO,26.52553939819336
59894,SIXX,SIXX,SIXX,26.55754852294922
12767,swine flu,swineflu,swine flu,26.570659637451172
8917,Berbatov,Berbatov,Berbatov,26.587295532226562
20963,xenocide,xenocide,xenocide,26.647064208984375
10436,pissed off,pissedoff,pissed off,26.667007446289062
50881,google chrome,googlechrome,google chrome,26.67490577697754
55377,DEMF,DEMF,DEMF,26.680809020996094
37234,truecrypt,truecrypt,truecrypt,26.685150146484375
24685,dollhouse,dollhouse,dollhouse,26.68612289428711
59512,lakers,lakers,lakers,26.698688507080078
40252,h1n1,h1n1,h1n1,26.700502395629883
5535,epic fail,epicfail,epicfail,26.709415435791016
5364,tuttle,tuttle,tuttle,26.722089767456055
51810,my penis,mypenis,my penis,26.732162475585938
37444,family history,familyhistory,family history,26.751497268676758
66640,rstats,rstats,rstats,26.773244857788086
15106,Stabbity,Stabbity,Stabbity,26.783668518066406
73379,flyer talk,flyertalk,flyertalk,26.78545570373535
23806,Chestermere,Chestermere,Chestermere,26.787599563598633
44163,school time,schooltime,schooltime,26.84823989868164
74262,kettlebells,kettlebells,kettlebells,26.873136520385742
75379,laker,laker,laker,26.908958435058594
33457,no car,nocar,no car,26.934913635253906
72084,S Army,SArmy,S Army,26.97199249267578
75399,right turn,rightturn,right turn,26.979244232177734
17793,Famished,Famished,Famished,26.99197769165039
46562,VS 2010,VS2010,VS 2010,26.998363494873047
8687,progrock,progrock,progrock,27.011402130126953
19612,Ayrton,Ayrton,Ayrton,27.041461944580078
6707,bluray,bluray,bluray,27.06439971923828
43350,web 2,web2,web2,27.091426849365234
65190,JavaONE,JavaONE,Java ONE,27.09196662902832
23685,canucks,canucks,canucks,27.100994110107422
23235,Tweet It Up,TweetItUp,Tweet It Up,27.103816986083984
6148,nascar,nascar,nascar,27.13395881652832
21268,tough love,toughlove,tough love,27.16716194152832
56072,cramps,cramps,cramps,27.190338134765625
13885,Nambu,Nambu,Nambu,27.202865600585938
33906,CPSIA,CPSIA,CPSIA,27.21530532836914
22877,blisters,blisters,blisters,27.265647888183594
23762,23 and me,23andme,23andme,27.307435989379883
37569,gnu cash,gnucash,gnucash,27.322582244873047
15581,bamboozle,bamboozle,bamboozle,27.336414337158203
77256,itouch,itouch,i touch,27.36471939086914
2665,random facts,randomfacts,random facts,27.375171661376953
37601,shortstack,shortstack,shortstack,27.420438766479492
6270,uprise,uprise,uprise,27.47635269165039
50642,lightboxes,lightboxes,lightboxes,27.479393005371094
63456,better days,betterdays,better days,27.483245849609375
42937,adium,adium,adium,27.51934051513672
49533,no agenda,noagenda,no agenda,27.530672073364258
39082,McFly,McFly,McFly,27.575424194335938
67155,PNLC,PNLC,PNLC,27.598642349243164
73608,red sox,redsox,redsox,27.618751525878906
68008,primavera,primavera,primavera,27.629920959472656
48308,revision 3,revision3,revision 3,27.634281158447266
37890,sri lanka,srilanka,sri lanka,27.635007858276367
73940,girl crush,girlcrush,girl crush,27.643470764160156
55471,flyfishing,flyfishing,flyfishing,27.735031127929688
10002,tweetie,tweetie,tweetie,27.759639739990234
22338,event track,eventtrack,event track,27.77866554260254
49988,b park,bpark,bpark,27.7796630859375
28999,nucks,nucks,nucks,27.83362579345703
50397,Follow Friday,FollowFriday,Follow Friday,27.83905792236328
2574,plowed,plowed,plowed,27.84783172607422
47899,arashi,arashi,arashi,27.906198501586914
45820,Fellowes,Fellowes,Fellowes,27.94036865234375
40407,secret mission,secretmission,secret mission,27.96678924560547
29407,twitter fail,twitterfail,twitterfail,27.975605010986328
5845,UFC 97,UFC97,UFC 97,27.98016929626465
3189,readathon,readathon,readathon,28.00262451171875
41902,Eelam,Eelam,Eelam,28.0100040435791
76897,favorite movie,favoritemovie,favorite movie,28.01974105834961
68926,Sixx,Sixx,Sixx,28.091007232666016
33486,q and a,qanda,qanda,28.103042602539062
30119,story of my life,storyofmylife,story of my life,28.162067413330078
29289,sky tools,skytools,skytools,28.171226501464844
2599,hill house,hillhouse,hillhouse,28.201276779174805
55292,im just sayin,imjustsayin,im just sayin,28.2643985748291
36314,married life,marriedlife,married life,28.264957427978516
76524,home birth,homebirth,home birth,28.27691078186035
22564,ice hockey,icehockey,ice hockey,28.280643463134766
34589,green day,greenday,greenday,28.28168487548828
39603,yay man,yayman,yay man,28.29727554321289
11103,Tinted Windows,TintedWindows,Tinted Windows,28.304224014282227
18877,live scribe,livescribe,livescribe,28.313133239746094
31082,code completion,codecompletion,code completion,28.358154296875
64833,cost savings,costsavings,cost savings,28.384183883666992
10763,boston marathon,bostonmarathon,bostonmarathon,28.417606353759766
49790,orkut,orkut,orkut,28.41988754272461
29570,gwibber,gwibber,gwibber,28.44245719909668
53769,ravelry,ravelry,ravelry,28.467979431152344
53343,ifast,ifast,i fast,28.47567367553711
46853,Emetrics,Emetrics,Emetrics,28.545658111572266
61172,Twitter Remix,TwitterRemix,Twitter Remix,28.55382537841797
2440,ASOT 400,ASOT400,ASOT 400,28.572059631347656
43857,Photo Follows,PhotoFollows,Photo Follows,28.577919006347656
31343,no pants,nopants,nopants,28.585941314697266
39695,hurling,hurling,hurling,28.59757423400879
14900,WWDC s,WWDCs,WWDCs,28.607879638671875
39906,g free,gfree,gfree,28.615755081176758
5499,cubbies,cubbies,cubbies,28.662080764770508
29225,cusswords,cusswords,cusswords,28.676897048950195
22776,lost the game,lostthegame,lost the game,28.681060791015625
79119,bad timing,badtiming,bad timing,28.691869735717773
30459,mc fly,mcfly,mcfly,28.69640350341797
24208,i lost the game,ilostthegame,i lost the game,28.700565338134766
69439,manics,manics,manics,28.709957122802734
71235,kitchen fire,kitchenfire,kitchen fire,28.806617736816406
17892,logies,logies,logies,28.836246490478516
37369,tweet up,tweetup,tweetup,28.865737915039062
5230,Flylady,Flylady,Flylady,28.884016036987305
39630,simple plan,simpleplan,simple plan,28.884021759033203
69482,the daily show,thedailyshow,the daily show,28.887304306030273
45645,bushfires,bushfires,bushfires,28.89055824279785
56538,electro house,electrohouse,electrohouse,28.906871795654297
19770,Paper Heroes,PaperHeroes,Paper Heroes,28.90774154663086
12900,moose tracks,moosetracks,moose tracks,28.94080352783203
26724,man city,mancity,mancity,28.955459594726562
49386,Death Sponge,DeathSponge,Death Sponge,28.967472076416016
56307,twares,twares,twares,28.98926544189453
32572,spin to,spinto,spin to,28.997737884521484
38244,singleminded,singleminded,singleminded,29.01369285583496
38857,london 2009,london2009,london 2009,29.072731018066406
10380,medifast,medifast,medifast,29.081260681152344
20049,kelloggs,kelloggs,kelloggs,29.08565902709961
14261,vitaminwater,vitaminwater,vitamin water,29.08626937866211
46837,drobo,drobo,drobo,29.10577392578125
9987,nambu,nambu,nambu,29.13530731201172
14920,daily exercise,dailyexercise,daily exercise,29.15938949584961
31230,teched,teched,teched,29.180587768554688
53411,post digital,postdigital,postdigital,29.199264526367188
12711,Typo3,Typo3,Typo 3,29.291351318359375
13422,Dutch lessons,Dutchlessons,Dutch lessons,29.294612884521484
46789,spoonies,spoonies,spoonies,29.31773567199707
75203,my weakness,myweakness,my weakness,29.330448150634766
49046,for daisy,fordaisy,for daisy,29.337753295898438
74967,WNTW,WNTW,WNTW,29.36040496826172
18773,flying pig,flyingpig,flyingpig,29.36077117919922
66379,asylm,asylm,asylm,29.40096664428711
27980,big weekend,bigweekend,big weekend,29.41163444519043
53518,build your brand,buildyourbrand,build your brand,29.43505859375
22134,hamr,hamr,hamr,29.447799682617188
9359,summer 09,summer09,summer 09,29.48760986328125
45900,sawman,sawman,sawman,29.556459426879883
30204,digital planet,digitalplanet,digitalplanet,29.558616638183594
6461,Twitter whore,Twitterwhore,Twitter whore,29.563764572143555
6741,accidents happen,accidentshappen,accidents happen,29.56961441040039
16130,fort worth,fortworth,fortworth,29.572246551513672
25305,nigella,nigella,nigella,29.57758331298828
9452,yay men,yaymen,yay men,29.592960357666016
34014,ride to work,ridetowork,ride to work,29.595993041992188
18306,pooram,pooram,pooram,29.612146377563477
68579,uk pubs,ukpubs,ukpubs,29.651836395263672
28736,tcaf,tcaf,tcaf,29.654926300048828
40090,follow week,followweek,follow week,29.662906646728516
56404,george michael,georgemichael,georgemichael,29.68233871459961
41963,for our hero,forourhero,for our hero,29.689390182495117
15530,fail whale,failwhale,fail whale,29.694028854370117
54793,website fail,websitefail,website fail,29.70433807373047
18202,ncfc,ncfc,ncfc,29.710403442382812
11394,food fail,foodfail,foodfail,29.716815948486328
5389,RSD 09,RSD09,RSD09,29.768199920654297
14724,Kolache Factory,KolacheFactory,Kolache Factory,29.791793823242188
11934,Global Marijuana March,GlobalMarijuanaMarch,Global Marijuana March,29.798900604248047
14109,heavy workload,heavyworkload,heavy workload,29.816417694091797
5857,ahbl,ahbl,ahbl,29.8287353515625
15678,moodswings,moodswings,moodswings,29.82897186279297
15804,bcp 3,bcp3,bcp3,29.829917907714844
74701,The Green Teen,TheGreenTeen,The Green Teen,29.831382751464844
1528,the in betweeners,theinbetweeners,the inbetweeners,29.844623565673828
8391,aacr,aacr,aacr,29.86919403076172
