,gold,characters,hypothesis,value
44299,Indy,Indy,Indy,23.027442932128906
57167,cramps,cramps,cramps,23.036643981933594
11038,throwback,throwback,throwback,23.050857543945312
21554,forex,forex,forex,23.107975006103516
35283,windows 7,windows7,windows 7,23.183494567871094
48620,Bruins,Bruins,Bruins,23.209678649902344
11812,home game,homegame,home game,23.215892791748047
19447,Ducks,Ducks,Ducks,23.23647689819336
9816,redshirts,redshirts,redshirts,23.246761322021484
64310,everton,everton,everton,23.27216339111328
72342,Migraine,Migraine,Migraine,23.275848388671875
70610,reality check,realitycheck,reality check,23.285297393798828
51939,Graze,Graze,Graze,23.306903839111328
14520,Karachi,Karachi,Karachi,23.346797943115234
48951,Wolfram Alpha,WolframAlpha,WolframAlpha,23.403057098388672
19806,Continental,Continental,Continental,23.403671264648438
1433,good life,goodlife,good life,23.432464599609375
37540,WTCC,WTCC,WTCC,23.432510375976562
38645,Manure,Manure,Manure,23.486251831054688
56623,Firebox,Firebox,Firebox,23.52715301513672
27387,Man Utd,ManUtd,Man Utd,23.556968688964844
44168,web 2,web2,web2,23.559322357177734
10608,Lomo,Lomo,Lomo,23.584537506103516
5261,SUPA,SUPA,SUPA,23.615657806396484
2898,bremen,bremen,bremen,23.62783432006836
52041,graze,graze,graze,23.642940521240234
26999,man city,mancity,mancity,23.698169708251953
57719,leafs,leafs,leafs,23.740345001220703
34554,crumpets,crumpets,crumpets,23.759300231933594
37991,Semper Fidelis,SemperFidelis,Semper Fidelis,23.7889404296875
55804,TWELVE,TWELVE,TWELVE,23.794719696044922
60800,Dale Brown,DaleBrown,Dale Brown,23.815017700195312
35085,Wishful Thinking,WishfulThinking,Wishful Thinking,23.820186614990234
64284,dongle,dongle,dongle,23.826690673828125
56915,giro,giro,giro,23.851253509521484
60585,lakers,lakers,lakers,23.872718811035156
16337,i news,inews,inews,23.891796112060547
26735,scrapbook,scrapbook,scrapbook,23.90430450439453
54333,volkswagen,volkswagen,volkswagen,23.915958404541016
21191,xenocide,xenocide,xenocide,23.91643524169922
51753,google chrome,googlechrome,google chrome,23.916900634765625
603,star trek,startrek,startrek,23.935073852539062
33748,climb,climb,climb,23.948524475097656
34821,green day,greenday,greenday,23.974822998046875
71461,polaroid,polaroid,polaroid,23.985687255859375
68188,field notes,fieldnotes,fieldnotes,24.001266479492188
72462,Hunchback,Hunchback,Hunchback,24.03112030029297
14005,Nambu,Nambu,Nambu,24.033077239990234
1851,barcodes,barcodes,barcodes,24.046722412109375
34020,GMail,GMail,GMail,24.078765869140625
11105,dissertation,dissertation,dissertation,24.10586166381836
37426,primal,primal,primal,24.106380462646484
51253,subway,subway,subway,24.11801528930664
37677,family history,familyhistory,family history,24.182830810546875
8593,Prabhakaran,Prabhakaran,Prabhakaran,24.204784393310547
44982,school time,schooltime,school time,24.21990966796875
48880,arashi,arashi,arashi,24.223697662353516
76922,Throwback,Throwback,Throwback,24.224029541015625
15710,bamboozle,bamboozle,bamboozle,24.227012634277344
18318,roll call,rollcall,roll call,24.238155364990234
44602,COBOL,COBOL,COBOL,24.245071411132812
76416,laker,laker,laker,24.25872039794922
62280,terminator,terminator,terminator,24.263099670410156
68056,wieters,wieters,wieters,24.265960693359375
5464,tuttle,tuttle,tuttle,24.293350219726562
76437,right turn,rightturn,right turn,24.33521270751953
57372,twares,twares,twares,24.356182098388672
67656,rstats,rstats,rstats,24.40001678466797
23114,blisters,blisters,blisters,24.41020965576172
77659,David Archuleta,DavidArchuleta,David Archuleta,24.419387817382812
64765,nightshift,nightshift,night shift,24.428878784179688
24942,dollhouse,dollhouse,dollhouse,24.443317413330078
39203,yankees,yankees,yankees,24.462657928466797
32806,my map,mymap,my map,24.47335433959961
18083,hatton,hatton,hatton,24.47769546508789
79036,free nas,freenas,freenas,24.479785919189453
5605,cubbies,cubbies,cubbies,24.483421325683594
50687,orkut,orkut,orkut,24.508159637451172
58725,pinoy,pinoy,pinoy,24.528560638427734
33466,SharePoint,SharePoint,SharePoint,24.58069610595703
51516,lightboxes,lightboxes,lightboxes,24.593441009521484
12911,swine flu,swineflu,swine flu,24.627532958984375
8896,Game Ports,GamePorts,Game Ports,24.627727508544922
31591,no pants,nopants,no pants,24.704811096191406
48701,just sayin,justsayin,just sayin,24.715282440185547
55026,Talking Heads,TalkingHeads,Talking Heads,24.75605010986328
73133,S Army,SArmy,S Army,24.76290512084961
70429,manics,manics,manics,24.779850006103516
9367,malware bytes,malwarebytes,malwarebytes,24.804691314697266
74965,wset,wset,wset,24.813873291015625
74455,TCOT,TCOT,TCOT,24.847576141357422
65849,cost savings,costsavings,cost savings,24.851871490478516
12553,not likely,notlikely,not likely,24.894149780273438
20037,Kelloggs,Kelloggs,Kelloggs,24.900035858154297
29289,nucks,nucks,nucks,24.924549102783203
73917,the beat,thebeat,the beat,24.9420166015625
36799,eurovision,eurovision,eurovision,24.956581115722656
5456,nufc,nufc,nufc,24.96076202392578
39176,brasil,brasil,brasil,24.97451400756836
18480,Logies,Logies,Logies,25.004241943359375
50437,no agenda,noagenda,no agenda,25.014427185058594
2134,Wii Fit,WiiFit,Wii Fit,25.03342056274414
15238,TMMM,TMMM,TMMM,25.039958953857422
38720,racial profiling,racialprofiling,racial profiling,25.04376220703125
71190,whats happening,whatshappening,whats happening,25.049243927001953
18107,logies,logies,logies,25.06136703491211
31715,macbooks,macbooks,macbooks,25.07781219482422
54796,ravelry,ravelry,ravelry,25.095291137695312
10554,pissed off,pissedoff,pissed off,25.095489501953125
46861,sawman,sawman,sawman,25.13086700439453
49444,The Brick,TheBrick,The Brick,25.16844940185547
9868,Tweetie,Tweetie,Tweetie,25.17556381225586
23922,canucks,canucks,canucks,25.205974578857422
21502,tough love,toughlove,tough love,25.20775604248047
40119,g free,gfree,gfree,25.214885711669922
79028,twpp,twpp,twpp,25.248577117919922
5641,epic fail,epicfail,epicfail,25.261672973632812
22699,the hills,thehills,the hills,25.27558135986328
56095,letdown,letdown,let down,25.287616729736328
18400,ncfc,ncfc,ncfc,25.308345794677734
54406,ifast,ifast,i fast,25.319000244140625
78856,tonight show,tonightshow,tonightshow,25.34349822998047
35412,hbmf,hbmf,hbmf,25.350967407226562
33763,q and a,qanda,qanda,25.388256072998047
12866,typo3,typo3,typo3,25.40662384033203
7037,formula 1,formula1,formula 1,25.40662384033203
8950,police state,policestate,policestate,25.415512084960938
64508,better days,betterdays,better days,25.46997833251953
25565,nigella,nigella,nigella,25.496971130371094
9052,Berbatov,Berbatov,Berbatov,25.503253936767578
39827,yay man,yayman,yayman,25.504241943359375
21584,underbelly,underbelly,underbelly,25.54434585571289
52694,my penis,mypenis,my penis,25.584857940673828
2590,hill house,hillhouse,hillhouse,25.590484619140625
50893,b park,bpark,bpark,25.590618133544922
31321,code completion,codecompletion,code completion,25.627182006835938
79864,gripe,gripe,gripe,25.633075714111328
56551,flyfishing,flyfishing,fly fishing,25.63503646850586
39319,McFly,McFly,McFly,25.645763397216797
43539,Terminator 4,Terminator4,Terminator 4,25.681148529052734
35803,Eurovision,Eurovision,Eurovision,25.68273162841797
23462,Tweet It Up,TweetItUp,Tweet It Up,25.72079086303711
55136,new album,newalbum,new album,25.75870132446289
75695,s1e8,s1e8,s1e8,25.761478424072266
76986,geek camp,geekcamp,geekcamp,25.76480484008789
10264,morning joe,morningjoe,morning joe,25.771839141845703
40476,h1n1,h1n1,h1n1,25.818206787109375
27709,acen,acen,ace n,25.84033203125
30707,mc fly,mcfly,mcfly,25.842369079589844
22800,ice hockey,icehockey,ice hockey,25.871562957763672
10111,nambu,nambu,nambu,25.881500244140625
33735,no car,nocar,no car,25.93798828125
30377,story of my life,storyofmylife,story of my life,25.970821380615234
76319,second life,secondlife,second life,26.01476287841797
71128,Migraines,Migraines,Migraines,26.035327911376953
39600,indy 500,indy500,indy500,26.037784576416016
5983,ahbl,ahbl,ahbl,26.046524047851562
2488,game arena,gamearena,gamearena,26.08049774169922
15807,moodswings,moodswings,mood swings,26.096641540527344
8809,Canucks,Canucks,Canucks,26.158058166503906
68180,PNLC,PNLC,PNLC,26.199542999267578
22385,hamr,hamr,hamr,26.204212188720703
2653,random facts,randomfacts,random facts,26.206745147705078
51283,Follow Friday,FollowFriday,Follow Friday,26.22408676147461
16492,spsdc,spsdc,spsdc,26.254241943359375
51954,twhirl,twhirl,twhirl,26.280441284179688
31660,Why I Tweet,WhyITweet,Why I Tweet,26.309520721435547
29023,tcaf,tcaf,tcaf,26.310791015625
75279,kettlebells,kettlebells,kettlebells,26.377681732177734
23009,lost the game,lostthegame,lost the game,26.39480972290039
56923,virgin media,virginmedia,virginmedia,26.408714294433594
10126,tweetie,tweetie,tweetie,26.432613372802734
54982,Let me go,Letmego,Let me go,26.513912200927734
31479,teched,teched,tech ed,26.527877807617188
32819,spin to,spinto,spinto,26.54275894165039
1472,Ambients,Ambients,Ambients,26.555217742919922
14988,Moscato,Moscato,Moscato,26.57738494873047
11733,Miss USA,MissUSA,Miss USA,26.651302337646484
76022,WNTW,WNTW,WNTW,26.668853759765625
74977,girl crush,girlcrush,girl crush,26.731769561767578
9027,otalia,otalia,otalia,26.736339569091797
22573,twdn,twdn,twdn,26.744831085205078
77572,home birth,homebirth,homebirth,26.798507690429688
36011,cloud fail,cloudfail,cloudfail,26.801166534423828
72267,kitchen fire,kitchenfire,kitchen fire,26.804401397705078
47529,VS 2010,VS2010,VS 2010,26.825702667236328
37480,truecrypt,truecrypt,truecrypt,26.827266693115234
2565,plowed,plowed,plowed,26.893539428710938
60974,riesling,riesling,riesling,26.894229888916016
40650,secret mission,secretmission,secret mission,26.89638900756836
29091,Breaking bad,Breakingbad,Breaking bad,26.93470001220703
52204,Border liner,Borderliner,Borderliner,26.945858001708984
26847,Twitter Takeover,TwitterTakeover,Twitter Takeover,26.946563720703125
51859,coffee club,coffeeclub,coffee club,26.953510284423828
49293,revision 3,revision3,revision 3,26.965099334716797
69017,primavera,primavera,primavera,26.989093780517578
39857,simple plan,simpleplan,simple plan,26.996326446533203
69931,Sixx,Sixx,Sixx,27.004974365234375
78336,itouch,itouch,i touch,27.04168701171875
73223,sleep deprived,sleepdeprived,sleepdeprived,27.05706787109375
36564,married life,marriedlife,married life,27.06147003173828
17742,Diigo,Diigo,Diigo,27.067455291748047
74623,red sox,redsox,redsox,27.074111938476562
6304,what a burger,whataburger,whataburger,27.080524444580078
33440,Glasto,Glasto,Glasto,27.096675872802734
28261,big weekend,bigweekend,big weekend,27.136554718017578
37605,tweet up,tweetup,tweetup,27.141101837158203
9579,yay men,yaymen,yaymen,27.16241455078125
54832,anti patterns,antipatterns,antipatterns,27.192031860351562
67391,asylm,asylm,asylm,27.19805908203125
10886,boston marathon,bostonmarathon,boston marathon,27.200164794921875
56129,GA 2009,GA2009,GA 2009,27.21718978881836
38473,singleminded,singleminded,singleminded,27.228111267089844
54470,post digital,postdigital,post digital,27.265483856201172
22586,event track,eventtrack,event track,27.279804229736328
14671,Team Britney,TeamBritney,Team Britney,27.32740020751953
57484,george michael,georgemichael,george michael,27.34170913696289
73148,anti boyle,antiboyle,antiboyle,27.342403411865234
37833,shortstack,shortstack,shortstack,27.398685455322266
18961,flying pig,flyingpig,flying pig,27.412548065185547
13764,pc 09,pc09,pc09,27.422889709472656
15344,mdsw,mdsw,mdsw,27.433944702148438
22652,Stansted,Stansted,Stansted,27.479061126708984
30903,project aware,projectaware,project aware,27.49041748046875
19780,Ayrton,Ayrton,Ayrton,27.52761459350586
40306,follow week,followweek,follow week,27.53140640258789
29867,gwibber,gwibber,gwibber,27.581329345703125
6865,accidents happen,accidentshappen,accidents happen,27.63348388671875
16269,fort worth,fortworth,fortworth,27.640140533447266
50708,ninja tweet,ninjatweet,ninja tweet,27.65288543701172
5684,Tweet Deck,TweetDeck,TweetDeck,27.666847229003906
40546,Music Monday,MusicMonday,Music Monday,27.669116973876953
47749,spoonies,spoonies,spoonies,27.6854248046875
34149,CPSIA,CPSIA,CPSIA,27.689735412597656
39922,hurling,hurling,hurling,27.69115447998047
34334,fix reply,fixreply,fix reply,27.713459014892578
60771,hungee,hungee,hungee,27.738250732421875
70453,the daily show,thedailyshow,thedailyshow,27.786609649658203
14223,heavy workload,heavyworkload,heavy workload,27.806751251220703
31770,Lemon Tree,LemonTree,Lemon Tree,27.842430114746094
3183,readathon,readathon,readathon,27.871826171875
62181,Twitter Remix,TwitterRemix,Twitter Remix,27.872299194335938
27644,anti funny,antifunny,antifunny,27.892566680908203
72958,flash camp,flashcamp,flashcamp,27.9078369140625
38167,share point,sharepoint,sharepoint,27.908580780029297
43101,hate monday,hatemonday,hate monday,27.91059112548828
42702,Eelam,Eelam,Eelam,27.968215942382812
18008,Famished,Famished,Famished,27.976299285888672
76247,my weakness,myweakness,my weakness,28.021045684814453
14608,biz case,bizcase,bizcase,28.07750701904297
47796,drobo,drobo,drobo,28.09139633178711
54742,follow Art,followArt,follow Art,28.126178741455078
16175,DKAJ,DKAJ,DKAJ,28.126934051513672
29523,cusswords,cusswords,cuss words,28.132762908935547
18505,pooram,pooram,pooram,28.137203216552734
23997,23 and me,23andme,23andme,28.137237548828125
23399,nerd prom,nerdprom,nerdprom,28.139869689941406
21310,Ladytron,Ladytron,Ladytron,28.150470733642578
65479,webdu,webdu,webdu,28.182353973388672
40929,future summit,futuresummit,future summit,28.209674835205078
34255,ride to work,ridetowork,ride to work,28.21622085571289
58414,element sc,elementsc,elements c,28.239643096923828
14368,vitaminwater,vitaminwater,vitamin water,28.250980377197266
47583,heart balloon,heartballoon,heart balloon,28.256973266601562
9098,Indycar,Indycar,Indycar,28.279003143310547
29445,fix replies,fixreplies,fix replies,28.29568862915039
22166,next 09,next09,next09,28.316192626953125
46651,flylady,flylady,flylady,28.33819580078125
33795,bring back life,bringbacklife,bring back life,28.349735260009766
15945,bcp 3,bcp3,bcp3,28.368358612060547
44223,up to no good,uptonogood,up to no good,28.368732452392578
73592,UPS sucks,UPSsucks,UPS sucks,28.38996124267578
54570,build your brand,buildyourbrand,build your brand,28.39196014404297
46594,bushfires,bushfires,bushfires,28.415332794189453
77482,lazy eye,lazyeye,lazy eye,28.457015991210938
28019,pyggy,pyggy,pyggy,28.47156524658203
21428,city rail,cityrail,cityrail,28.475955963134766
64984,Twedding,Twedding,Twedding,28.479698181152344
15458,openmoko,openmoko,open moko,28.484012603759766
6784,hac 5,hac5,hac5,28.491256713867188
27409,euroko,euroko,euroko,28.497425079345703
15246,Stabbity,Stabbity,Stabbity,28.512638092041016
51985,iphone dev,iphonedev,iphone dev,28.580608367919922
15545,free realms,freerealms,free realms,28.58261489868164
14643,laddas,laddas,laddas,28.629375457763672
11890,nation of idiots,nationofidiots,nation of idiots,28.632892608642578
25600,punchdrunk,punchdrunk,punchdrunk,28.65920639038086
38888,shit stack,shitstack,shitstack,28.663101196289062
55922,download 2009,download2009,download 2009,28.670391082763672
30748,twiist,twiist,twiist,28.673492431640625
19062,live scribe,livescribe,livescribe,28.680789947509766
16946,SEAF,SEAF,SEAF,28.687278747558594
71894,red mango,redmango,red mango,28.689659118652344
43985,feeling sorry for myself,feelingsorryformyself,feeling sorry for myself,28.691272735595703
14184,TEMPLES,TEMPLES,TEMPLES,28.711193084716797
34502,google wtf,googlewtf,google wtf,28.712993621826172
68091,mountain jam,mountainjam,mountainjam,28.75100326538086
5329,Flylady,Flylady,Flylady,28.754955291748047
75830,wvfn,wvfn,wvfn,28.75982666015625
