,gold,characters,hypothesis,value
35517,Конев,Конев,Конев,35.32436752319336
138163,работа,работа,работа,35.40021514892578
78929,Форума,Форума,Форума,35.477996826171875
68018,СПКУ,СПКУ,СПКУ,35.47816848754883
53767,Парад,Парад,Парад,35.50836944580078
148717,торт,торт,торт,35.533714294433594
32736,КХЛ,КХЛ,КХЛ,35.54460525512695
32728,КСОР,КСОР,КСОР,35.59309005737305
157453,8 марта,8марта,8 марта,35.61555099487305
152421,часы,часы,часы,35.617767333984375
51693,Орёл,Орёл,Орёл,35.6241340637207
79131,Франция,Франция,Франция,35.62546920776367
136392,прием,прием,прием,35.629127502441406
18978,Греция,Греция,Греция,35.629234313964844
6398,ВСКС,ВСКС,ВСКС,35.70647430419922
53743,Панков,Панков,Панков,35.7727165222168
28952,Законы,Законы,Законы,35.79302978515625
108384,кошка,кошка,кошка,35.84184265136719
53165,ПДД,ПДД,ПДД,35.84361267089844
156261,1 апреля,1апреля,1 апреля,35.84856414794922
53086,ПВО,ПВО,ПВО,35.88043212890625
17450,Герой,Герой,Герой,35.8988037109375
150861,форум,форум,форум,35.92238998413086
30674,Индия,Индия,Индия,35.93963623046875
111521,марки,марки,марки,35.957523345947266
100085,зао,зао,за о,35.966365814208984
49822,ОПРФ,ОПРФ,ОПРФ,35.98548889160156
131645,почта,почта,почта,36.00951385498047
74029,Спорт,Спорт,Спорт,36.03007125854492
100034,закон,закон,закон,36.03065872192383
27880,Евразия,Евразия,Евразия,36.032310485839844
78457,Уфа,Уфа,Уфа,36.03263854980469
78601,Факты,Факты,Факты,36.041236877441406
46359,Московский,Московский,Московский,36.074493408203125
144707,совет,совет,совет,36.07506561279297
104267,история,история,история,36.10319519042969
89582,видео,видео,видео,36.1124267578125
82044,Чуковский,Чуковский,Чуковский,36.13001251220703
144599,собственность,собственность,собственность,36.132240295410156
51234,Опрос,Опрос,Опрос,36.13665008544922
17119,Германия,Германия,Германия,36.14601135253906
37733,Ланди,Ланди,Ланди,36.156768798828125
111506,марка,марка,марка,36.15708923339844
127916,победа,победа,победа,36.159271240234375
107982,конь,конь,конь,36.16284942626953
33213,Канада,Канада,Канада,36.163124084472656
68346,Саратов,Саратов,Саратов,36.16557693481445
67738,СКРЦ,СКРЦ,СКРЦ,36.225563049316406
53169,ПДН,ПДН,ПДН,36.23541259765625
47980,НВФ,НВФ,НВФ,36.24674987792969
69302,Селектор,Селектор,Селектор,36.28580856323242
79165,Фрида,Фрида,Фрида,36.28764724731445
38232,Листва,Листва,Листва,36.29826354980469
32443,Италия,Италия,Италия,36.32091522216797
78461,Учение,Учение,Учение,36.32807540893555
100026,займ,займ,займ,36.32811737060547
5420,Бойкий,Бойкий,Бойкий,36.33359909057617
51550,Оружие,Оружие,Оружие,36.33521270751953
90398,война,война,война,36.33844757080078
123265,осень,осень,осень,36.37187957763672
92082,главное,главное,главное,36.38658905029297
76994,Техника,Техника,Техника,36.420108795166016
19061,Гущин,Гущин,Гущин,36.42068099975586
33822,Кижи,Кижи,Кижи,36.42116928100586
16948,ГУМ,ГУМ,ГУМ,36.43229293823242
77875,УУП,УУП,УУП,36.433746337890625
114492,москва,москва,москва,36.4488410949707
47648,Мулино,Мулино,Мулино,36.480751037597656
16544,Вызов,Вызов,Вызов,36.49421310424805
113334,метро,метро,метро,36.49933624267578
6370,ВМФ,ВМФ,ВМФ,36.55787658691406
47718,Муром,Муром,Муром,36.56483459472656
5446,Болгария,Болгария,Болгария,36.56577682495117
99593,жизнь,жизнь,жизнь,36.625816345214844
80312,ЧФ,ЧФ,ЧФ,36.64116668701172
97579,должность,должность,должность,36.652854919433594
39465,ММПО,ММПО,ММПО,36.69303894042969
89936,водитель,водитель,водитель,36.700172424316406
108399,кп,кп,кп,36.71766662597656
157490,8 марта 2017,8марта2017,8 марта 2017,36.7442512512207
31556,Испания,Испания,Испания,36.74449920654297
2173,Анчар,Анчар,Анчар,36.751373291015625
118423,наука,наука,наука,36.753726959228516
156620,27 января,27января,27 января,36.760948181152344
49845,Образование,Образование,Образование,36.77629470825195
27872,ЕМИИ,ЕМИИ,ЕМИИ,36.79774475097656
156386,22 августа,22августа,22 августа,36.81078338623047
128001,погода,погода,погода,36.81222152709961
158319,Армия 2018,Армия2018,Армия 2018,36.825008392333984
127682,плавание,плавание,плавание,36.83417510986328
2449,Армейский,Армейский,Армейский,36.84156036376953
78281,Урал,Урал,Урал,36.889286041259766
28937,Закат,Закат,Закат,36.936370849609375
48044,Награждение,Награждение,На граждение,36.93687438964844
157208,6 апреля 2017,6апреля2017,6 апреля 2017,36.9409294128418
116331,муха,муха,муха,36.95350646972656
68230,Самолеты,Самолеты,Самолеты,36.959625244140625
79238,Хакасия,Хакасия,Хакасия,36.972633361816406
110814,лось,лось,лось,36.977230072021484
27408,Доверие,Доверие,Доверие,37.01276779174805
44240,Министр,Министр,Министр,37.039005279541016
76064,Тамбов,Тамбов,Тамбов,37.0506477355957
156588,26 марта,26марта,26 марта,37.05849838256836
158261,Армия 2017,Армия2017,Армия 2017,37.07181167602539
71864,Собибор,Собибор,Собибор,37.082427978515625
128473,подделка,подделка,подделка,37.08326721191406
48885,Никулин,Никулин,Никулин,37.123172760009766
32794,Кадеты,Кадеты,Кадеты,37.12779998779297
6250,ВВСТ,ВВСТ,ВВСТ,37.129295349121094
102784,икона,икона,икона,37.13618850708008
68853,Себеж,Себеж,Себеж,37.141475677490234
143884,сми,сми,сми,37.18620300292969
80362,Часовой,Часовой,Часовой,37.24406051635742
49798,ОДКБ,ОДКБ,ОДКБ,37.2470817565918
113597,мимими,мимими,мимими,37.252052307128906
96535,дети,дети,дети,37.2734375
1928,Амурск,Амурск,Амурск,37.30309295654297
150650,фильм,фильм,фильм,37.30596160888672
120138,новости,новости,новости,37.32188415527344
89759,визит,визит,визит,37.352882385253906
104982,картина,картина,картина,37.394710540771484
27053,Дмитров,Дмитров,Дмитров,37.40963363647461
53379,ПТРК,ПТРК,ПТРК,37.42656707763672
39489,МЧС,МЧС,МЧС,37.43702697753906
632,Автомат,Автомат,Автомат,37.475250244140625
31353,Ирбит,Ирбит,Ирбит,37.48820877075195
39442,МИКР,МИКР,МИКР,37.51005554199219
11426,Военно,Военно,Военно,37.523902893066406
67572,Рязань,Рязань,Рязань,37.5496711730957
57923,Полиция России,ПолицияРоссии,Полиция России,37.5526237487793
92955,граждане,граждане,граждане,37.554969787597656
37348,Курган,Курган,Курган,37.57463836669922
155656,12 апреля,12апреля,12 апреля,37.59423065185547
99962,задержание,задержание,задержание,37.60567855834961
53782,Парады,Парады,Парады,37.60924530029297
123434,остров,остров,остров,37.6409912109375
131000,полк,полк,полк,37.6434326171875
147563,табак,табак,табак,37.65011978149414
131610,посылки,посылки,посылки,37.65293502807617
66649,Рудской,Рудской,Рудской,37.65479278564453
25850,Дербент,Дербент,Дербент,37.66917037963867
55996,Поздравление,Поздравление,Поздравление,37.680030822753906
82906,ЮВО,ЮВО,ЮВО,37.69403839111328
147286,суд,суд,суд,37.7037239074707
142684,семья,семья,семья,37.712528228759766
140864,самолет,самолет,самолет,37.73221969604492
39333,МГУ,МГУ,МГУ,37.73480987548828
19553,Дарьял,Дарьял,Дарьял,37.76443862915039
126038,письма,письма,письма,37.776275634765625
156720,2 ОПП,2ОПП,2 ОПП,37.778968811035156
80298,Цфо,Цфо,Цфо,37.78137969970703
93389,гуляния,гуляния,гуляния,37.802703857421875
65065,РСЗО,РСЗО,РСЗО,37.81120681762695
28869,Задержание,Задержание,Задержание,37.83696746826172
83539,авария,авария,авария,37.8680419921875
13612,Вологда,Вологда,Вологда,37.8885498046875
70486,Следователь,Следователь,Следователь,37.89970397949219
49830,ОСМВД,ОСМВД,ОСМВД,37.931854248046875
75593,ТПКУ,ТПКУ,ТПКУ,37.93193054199219
83417,Якутия,Якутия,Якутия,37.95164108276367
2654,Артек,Артек,Артек,37.95277404785156
83631,авто,авто,авто,37.96692657470703
39473,МПЦ,МПЦ,МПЦ,37.97065734863281
167523,Ту 160,Ту160,Ту160,37.998680114746094
135722,премия,премия,премия,38.00405502319336
123224,оружие,оружие,оружие,38.01120376586914
33147,Калуга,Калуга,Калуга,38.04138946533203
161466,Индра 2017,Индра2017,Индра 2017,38.049072265625
27450,Долль,Долль,Долль,38.049983978271484
39222,МАКС,МАКС,МАКС,38.053009033203125
6110,Брянск,Брянск,Брянск,38.062355041503906
53041,Открытки,Открытки,Открытки,38.069480895996094
6599,ВУМО,ВУМО,ВУМО,38.081016540527344
97750,дорога,дорога,дорога,38.085086822509766
65028,РККА,РККА,РККА,38.08803176879883
125502,память,память,память,38.09682846069336
113654,мирация,мирация,мирация,38.09978485107422
3317,Африка,Африка,Африка,38.10304641723633
44022,МиГ,МиГ,МиГ,38.10859680175781
1953,Анапа,Анапа,Анапа,38.11656188964844
128766,пожар,пожар,пожар,38.14301681518555
67715,СИРИЯ,СИРИЯ,СИРИЯ,38.156593322753906
64586,Псков,Псков,Псков,38.17231369018555
85399,акция,акция,акция,38.20258331298828
36240,Корветы,Корветы,Корветы,38.2028923034668
41326,Маршак,Маршак,Маршак,38.2054328918457
78169,Умба,Умба,Умба,38.21497344970703
2563,Армия России,АрмияРоссии,Армия России,38.215232849121094
131575,посылка,посылка,посылка,38.232276916503906
161589,Ка 27,Ка27,Ка27,38.263301849365234
93260,грузовик,грузовик,грузовик,38.266136169433594
161605,Ка 52,Ка52,Ка52,38.29905700683594
26560,Динамо,Динамо,Динамо,38.30116653442383
65008,РВСН,РВСН,РВСН,38.311798095703125
82866,ЮАО,ЮАО,ЮАО,38.31524658203125
37748,Латвия,Латвия,Латвия,38.343814849853516
150117,уур,уур,уур,38.3449821472168
37373,Курсант,Курсант,Курсант,38.36064147949219
125573,пасха,пасха,пасха,38.364192962646484
150113,ууп,ууп,ууп,38.36660385131836
36821,Крещение,Крещение,Крещение,38.37757873535156
351,Авиация,Авиация,Авиация,38.395545959472656
64131,Пресса,Пресса,Пресса,38.417137145996094
3464,БПЛА,БПЛА,БПЛА,38.44818115234375
104851,камера,камера,камера,38.45526123046875
77366,Томск,Томск,Томск,38.469268798828125
6307,ВКС России,ВКСРоссии,ВКС России,38.492225646972656
48034,НЦУО,НЦУО,НЦУО,38.50105285644531
83466,Япония,Япония,Япония,38.52621841430664
88047,браслет,браслет,браслет,38.529361724853516
32492,Ишим,Ишим,Ишим,38.54380798339844
105636,кедр,кедр,кедр,38.55794143676758
59250,Почта России,ПочтаРоссии,Почта России,38.5621337890625
117090,названия,названия,названия,38.577903747558594
76554,Тверь,Тверь,Тверь,38.58091354370117
149786,удача,удача,удача,38.6001091003418
75522,Сыщик,Сыщик,Сыщик,38.626590728759766
19201,ДЭПЛ,ДЭПЛ,ДЭПЛ,38.646270751953125
109634,лекция,лекция,лекция,38.687828063964844
161597,Ка 29,Ка29,Ка29,38.70869827270508
156322,1 опп,1опп,1 опп,38.716773986816406
167423,Су 25,Су25,Су 25,38.71684265136719
70198,Сикорский,Сикорский,Сикорский,38.73851013183594
79629,ЦСКА,ЦСКА,ЦСКА,38.7401008605957
17611,Год ГО,ГодГО,Год ГО,38.75797653198242
102978,индекс,индекс,индекс,38.76458740234375
70576,Слежка,Слежка,Слежка,38.76717758178711
81291,Чечня,Чечня,Чечня,38.77244186401367
36274,Корея,Корея,Корея,38.774200439453125
123023,орехи,орехи,орехи,38.796749114990234
92998,гражданин,гражданин,гражданин,38.8018684387207
13400,Военный,Военный,Военный,38.80194091796875
81276,Чехия,Чехия,Чехия,38.81896209716797
50710,Омск,Омск,Омск,38.82080078125
75072,Строгино,Строгино,Строгино,38.82135009765625
77126,Тихвин,Тихвин,Тихвин,38.828880310058594
110187,лифт,лифт,лифт,38.842464447021484
104498,кабель,кабель,кабель,38.85792541503906
156664,29 февраля,29февраля,29 февраля,38.858001708984375
86013,арест,арест,арест,38.86494445800781
75687,Тайфун,Тайфун,Тайфун,38.87983703613281
116942,награда,награда,награда,38.90449142456055
158216,Арми 2018,Арми2018,Арми 2018,38.919429779052734
4118,Беларусь,Беларусь,Беларусь,38.923702239990234
65834,Рембат,Рембат,Рембат,38.929534912109375
38377,Лондон,Лондон,Лондон,38.93705368041992
2188,Арктика,Арктика,Арктика,38.94179916381836
89320,весна,весна,весна,38.950626373291016
73617,Спасатели,Спасатели,Спасатели,38.95172882080078
63705,Праздник,Праздник,Праздник,38.99375534057617
54220,Патриот,Патриот,Патриот,39.03945541381836
147780,такси,такси,такси,39.064334869384766
30060,Иваново,Иваново,Иваново,39.070106506347656
34429,Коломна,Коломна,Коломна,39.07158279418945
122510,омон,омон,омон,39.096336364746094
88781,вао,вао,ва о,39.096702575683594
106235,книга,книга,книга,39.1112060546875
96677,детки,детки,детки,39.1208610534668
91553,гаи,гаи,гаи,39.12811279296875
79585,ЦАМО,ЦАМО,ЦАМО,39.12859344482422
156473,23 февраля,23февраля,23 февраля,39.136497497558594
130536,полиция России,полицияРоссии,полиция России,39.14891815185547
100865,заявление,заявление,заявление,39.16289138793945
97775,доставка,доставка,доставка,39.16341018676758
82120,Швеция,Швеция,Швеция,39.170562744140625
77851,Тюмень,Тюмень,Тюмень,39.18398666381836
1142,АиФ,АиФ,А и Ф,39.187625885009766
113780,митино,митино,митино,39.20899200439453
99919,задержан,задержан,задержан,39.215999603271484
69717,Селенга,Селенга,Селенга,39.231075286865234
98284,драка,драка,драка,39.23583984375
114467,монеты,монеты,монеты,39.27268600463867
138572,рейд,рейд,рейд,39.27505111694336
3472,БРИКС,БРИКС,БРИКС,39.2774772644043
34463,Колпино,Колпино,Колпино,39.286746978759766
6281,ВИДЕО,ВИДЕО,ВИДЕО,39.28882598876953
30452,Израиль,Израиль,Израиль,39.31669616699219
32740,Кавалерия,Кавалерия,Кавалерия,39.32767868041992
136933,продукция,продукция,продукция,39.336326599121094
54252,Патруль,Патруль,Патруль,39.340728759765625
91109,выпуск,выпуск,выпуск,39.34503173828125
94143,деньги,деньги,деньги,39.36307144165039
125588,патент,патент,патент,39.36448287963867
49587,Новый Год,НовыйГод,Новый Год,39.38933181762695
100049,занятие,занятие,занятие,39.392616271972656
68311,Саранск,Саранск,Саранск,39.406558990478516
93305,гсу,гсу,гсу,39.41178894042969
54286,Пекин,Пекин,Пекин,39.42121887207031
115888,музыка,музыка,музыка,39.48854064941406
74014,Сплин,Сплин,Сплин,39.498165130615234
39230,МВАА,МВАА,МВАА,39.49977111816406
122766,опер,опер,о пер,39.504005432128906
91888,герой,герой,герой,39.50678634643555
33039,Калибр,Калибр,Калибр,39.51963806152344
149355,турнин,турнин,турнин,39.52234649658203
104670,кадры,кадры,кадры,39.55186462402344
75012,Стрелки,Стрелки,Стрелки,39.559146881103516
39165,Львовский,Львовский,Львовский,39.56038284301758
65040,РОСИЗО,РОСИЗО,РОСИЗО,39.57011795043945
53173,ПДСС,ПДСС,ПДСС,39.6053466796875
116976,награды,награды,награды,39.61565017700195
80302,ЧАЭС,ЧАЭС,ЧАЭС,39.638023376464844
146405,спорт,спорт,спорт,39.665618896484375
39450,МКИОН,МКИОН,МКИОН,39.667537689208984
91503,газета,газета,газета,39.685516357421875
99295,езда,езда,езда,39.687171936035156
114442,монета,монета,монета,39.69509506225586
45800,Монголия,Монголия,Монголия,39.71929168701172
157888,АРМИ 2018,АРМИ2018,АРМИ 2018,39.74058151245117
122773,операция,операция,операция,39.74980926513672
92412,голуби,голуби,голуби,39.77301025390625
3518,Балканы,Балканы,Балканы,39.77969741821289
55794,Поехали,Поехали,Поехали,39.78657150268555
93093,грибники,грибники,грибники,39.79841613769531
150841,флаг,флаг,флаг,39.8145866394043
82894,ЮАР,ЮАР,ЮАР,39.82142639160156
89335,ветеран,ветеран,ветеран,39.83737564086914
78752,Флакон,Флакон,Флакон,39.84239196777344
99303,елка,елка,елка,39.84504699707031
6266,ВЗВОД,ВЗВОД,ВЗВОД,39.92497634887695
138022,путевка,путевка,путевка,39.92510986328125
99319,жеглов,жеглов,жеглов,39.92729949951172
79621,ЦПВС,ЦПВС,ЦПВС,39.9337043762207
79613,ЦМВС,ЦМВС,ЦМВС,39.944068908691406
92244,головинский,головинский,головинский,39.94525146484375
143713,следствие,следствие,следствие,39.950653076171875
86176,бабушка,бабушка,бабушка,39.994136810302734
49631,Новый год,Новыйгод,Новый год,39.99456787109375
128212,подвиг,подвиг,подвиг,40.001930236816406
118368,нарушения,нарушения,нарушения,40.05131912231445
3550,Балтийск,Балтийск,Балтийск,40.053436279296875
79605,ЦВПП,ЦВПП,ЦВПП,40.06244659423828
150853,форд,форд,форд,40.065887451171875
65933,Рождество,Рождество,Рождество,40.101539611816406
97714,донской,донской,донской,40.10443115234375
86808,беременность,беременность,беременность,40.10658264160156
72343,Соглашение,Соглашение,Соглашение,40.10833740234375
152197,цирк,цирк,цирк,40.108985900878906
12131,Военное,Военное,Военное,40.11720275878906
23574,День СВ,ДеньСВ,День СВ,40.11833953857422
135107,ппс,ппс,ппс,40.12483215332031
154851,юрист,юрист,юрист,40.14763641357422
75047,Стрижи,Стрижи,Стрижи,40.147708892822266
17574,Глубина,Глубина,Глубина,40.15679168701172
116446,мфц,мфц,мфц,40.160091400146484
138529,редкость,редкость,редкость,40.16067886352539
86114,афиша,афиша,афиша,40.175655364990234
34034,Кинологи,Кинологи,Кинологи,40.1799430847168
146390,спирт,спирт,спирт,40.19068145751953
152409,цпп,цпп,цпп,40.19422912597656
147798,таксист,таксист,так сист,40.19990921020508
165918,РИФ 2017,РИФ2017,РИФ 2017,40.22887420654297
1373,Алеут,Алеут,А леут,40.23159408569336
91528,газеты,газеты,газеты,40.27928924560547
106717,комиссия,комиссия,комиссия,40.30008316040039
143888,снег,снег,снег,40.30356979370117
146663,справка,справка,справка,40.319618225097656
123251,осаго,осаго,о саго,40.35749435424805
92323,голосование,голосование,голосование,40.35808563232422
19002,Гудаута,Гудаута,Гудаута,40.3607063293457
37408,Курсанты,Курсанты,Курсанты,40.379417419433594
14519,Восток России,ВостокРоссии,Восток России,40.38521957397461
167232,Сочи 2015,Сочи2015,Сочи 2015,40.39060974121094
4159,Белгород,Белгород,Белгород,40.39091110229492
64342,Приморье,Приморье,Приморье,40.40552520751953
125645,патроны,патроны,патроны,40.40857696533203
35832,Контракты,Контракты,Контракты,40.42562484741211
120920,общество,общество,общество,40.449241638183594
153621,школа,школа,школа,40.450927734375
78256,Ураган,Ураган,Ураган,40.47261047363281
82898,ЮВАО,ЮВАО,ЮВАО,40.475746154785156
111688,мачете,мачете,мачете,40.48432540893555
166226,СУ 24,СУ24,СУ24,40.48817443847656
101101,зебра,зебра,зебра,40.522010803222656
135598,практика,практика,практика,40.537513732910156
88963,ввц,ввц,ввц,40.550506591796875
78962,Фото дня,Фотодня,Фотодня,40.56377410888672
78664,Финансы,Финансы,Финансы,40.5853385925293
131127,порча,порча,порча,40.62081527709961
64384,Приступления,Приступления,Приступления,40.64925765991211
55125,Подводники,Подводники,Подводники,40.659568786621094
138346,ранение,ранение,ранение,40.66509246826172
54301,Пенза,Пенза,Пенза,40.66754913330078
120298,новый сайт,новыйсайт,новый сайт,40.668312072753906
123377,остановка,остановка,остановка,40.67438888549805
41478,Марьино,Марьино,Марьино,40.67847442626953
145843,спасение,спасение,спасение,40.698020935058594
36205,Корабли,Корабли,Корабли,40.698307037353516
105128,каскад,каскад,каскад,40.703948974609375
157414,7 вещей,7вещей,7 вещей,40.70586395263672
79593,ЦВМБ,ЦВМБ,ЦВМБ,40.720130920410156
136897,продажи,продажи,продажи,40.74381637573242
102799,икра,икра,икра,40.77340316772461
148432,тинао,тинао,тинао,40.782203674316406
108867,крещение,крещение,крещение,40.78492736816406
39245,МВД России,МВДРоссии,МВД России,40.79010009765625
138287,разбой,разбой,разбой,40.798492431640625
167458,Су 34,Су34,Су 34,40.79926681518555
141285,сао,сао,са о,40.80910873413086
140898,самолеты,самолеты,самолеты,40.810577392578125
135073,пошлина,пошлина,пошлина,40.85588836669922
108324,космос,космос,космос,40.86653137207031
157840,АРМИ 2017,АРМИ2017,АРМИ 2017,40.88925552368164
138679,ресторан,ресторан,ресторан,40.89744186401367
167466,Су 57,Су57,Су 57,40.900699615478516
51074,Опознание,Опознание,Опознание,40.91660690307617
90328,войковский,войковский,войковский,40.917724609375
100840,заслон,заслон,заслон,40.92631912231445
113755,митинг,митинг,митинг,40.94078063964844
99311,елки,елки,елки,40.95379638671875
30306,Идлиб,Идлиб,Идлиб,40.96879959106445
39310,МВМУ,МВМУ,МВМУ,40.979305267333984
140274,рыба,рыба,рыба,40.98339080810547
116899,нагорный,нагорный,нагорный,40.988197326660156
68558,Сборная России,СборнаяРоссии,Сборная России,40.99787139892578
107836,контроль,контроль,контроль,41.02626037597656
140339,рязанский,рязанский,рязанский,41.07624816894531
110881,лужники,лужники,лужники,41.07919692993164
104115,информация,информация,информация,41.08456802368164
113622,министр,министр,министр,41.08472442626953
111472,марибор,марибор,марибор,41.10261154174805
