,gold,characters,hypothesis,value
8678,Game Ports,GamePorts,Game Ports,24.634750366210938
5986,indonesia,indonesia,indonesia,24.665218353271484
21380,forex,forex,forex,24.701885223388672
21635,woo,woo,woo,24.74335479736328
35171,3 words,3words,3 words,24.751083374023438
74353,TCOT,TCOT,TCOT,24.769840240478516
50889,subway,subway,subway,24.774795532226562
7607,spain,spain,spain,24.780380249023438
5059,SUPA,SUPA,SUPA,24.793926239013672
40066,monday,monday,monday,24.79864501953125
7878,french,french,french,24.807796478271484
2123,cricket,cricket,cricket,24.832759857177734
54702,Let me go,Letmego,Let me go,24.870391845703125
15935,revision,revision,revision,24.884029388427734
54047,volkswagen,volkswagen,volkswagen,24.888137817382812
48358,chicago,chicago,chicago,24.937278747558594
39262,McFly,McFly,McFly,24.966259002685547
6280,conservation,conservation,conservation,24.971778869628906
67509,it sucks,itsucks,it sucks,24.982810974121094
43686,expenses,expenses,expenses,25.006885528564453
60245,star wars,starwars,starwars,25.025089263916016
61934,miracle,miracle,miracle,25.0286865234375
24918,perth,perth,perth,25.041637420654297
43593,web 2,web2,web2,25.053585052490234
77831,hashtags,hashtags,hashtags,25.054569244384766
9690,Tweetie,Tweetie,Tweetie,25.06104278564453
51405,google chrome,googlechrome,google chrome,25.068187713623047
33335,Glasto,Glasto,Glasto,25.094921112060547
37485,WTCC,WTCC,WTCC,25.12509536743164
70462,reality check,realitycheck,reality check,25.165599822998047
54853,new album,newalbum,new album,25.173419952392578
28962,Breaking bad,Breakingbad,Breaking bad,25.180187225341797
64010,good night,goodnight,good night,25.220813751220703
23383,hurt,hurt,hurt,25.223876953125
8932,dispatches,dispatches,dispatches,25.333467483520508
733,tracy,tracy,tracy,25.387126922607422
602,star trek,startrek,startrek,25.412052154541016
19249,ubuntu,ubuntu,ubuntu,25.413097381591797
13480,aware,aware,aware,25.508071899414062
54412,sunshine,sunshine,sunshine,25.517032623291016
18290,Logies,Logies,Logies,25.53586196899414
6590,buffalo,buffalo,buffalo,25.538471221923828
55530,TWELVE,TWELVE,TWELVE,25.546737670898438
65890,homeless,homeless,homeless,25.553470611572266
35709,mumbai,mumbai,mumbai,25.598331451416016
16350,vegas,vegas,vegas,25.609737396240234
48257,just sayin,justsayin,just sayin,25.609947204589844
35242,vancouver,vancouver,vancouver,25.622238159179688
13028,asp,asp,asp,25.62299346923828
19604,Ayrton,Ayrton,Ayrton,25.66257095336914
39118,brasil,brasil,brasil,25.672229766845703
44516,Fails,Fails,Fails,25.702014923095703
38895,scrubs,scrubs,scrubs,25.72116470336914
34871,biking,biking,biking,25.746471405029297
26674,Twitter Takeover,TwitterTakeover,Twitter Takeover,25.792835235595703
16598,postgresql,postgresql,postgresql,25.81863021850586
17533,Diigo,Diigo,Diigo,25.824954986572266
34488,crumpets,crumpets,crumpets,25.82748031616211
29176,lulz,lulz,lulz,25.82831573486328
74176,asylum,asylum,asylum,25.905078887939453
36796,robinson,robinson,robinson,25.921321868896484
8849,Berbatov,Berbatov,Berbatov,25.959426879882812
10488,Samaya,Samaya,Samaya,25.971649169921875
5545,iphone,iphone,iphone,26.003250122070312
17967,background image,backgroundimage,background image,26.010452270507812
66075,heartbreak,heartbreak,heartbreak,26.01502227783203
8897,Indycar,Indycar,Indycar,26.026138305664062
54733,jazz,jazz,jazz,26.087825775146484
8387,Prabhakaran,Prabhakaran,Prabhakaran,26.10171890258789
73088,twat,twat,twat,26.108444213867188
56574,Dayquil,Dayquil,Dayquil,26.11084747314453
18587,suck,suck,suck,26.112712860107422
17759,insomnia,insomnia,insomnia,26.134689331054688
62078,terminator,terminator,terminator,26.140365600585938
26410,kimi,kimi,kimi,26.177627563476562
2497,socks,socks,socks,26.203514099121094
15604,bulls,bulls,bulls,26.210613250732422
77574,swans,swans,swans,26.212841033935547
22487,Stansted,Stansted,Stansted,26.238094329833984
57404,leafs,leafs,leafs,26.262981414794922
51575,fails,fails,fails,26.273326873779297
9105,overload,overload,overload,26.279529571533203
40470,Music Monday,MusicMonday,Music Monday,26.28087615966797
16000,derby,derby,derby,26.294506072998047
2405,howling,howling,howling,26.305408477783203
18611,brighton,brighton,brighton,26.337570190429688
18124,roll call,rollcall,roll call,26.347286224365234
25076,melbourne,melbourne,melbourne,26.36077880859375
6821,formula 1,formula1,formula1,26.391170501708984
44083,CakePHP,CakePHP,CakePHP,26.394603729248047
31570,Why I Tweet,WhyITweet,Why I Tweet,26.409549713134766
14582,OmniGraffle,OmniGraffle,OmniGraffle,26.427839279174805
25133,amp,amp,amp,26.42871856689453
32634,EFTPOS,EFTPOS,EFTPOS,26.433067321777344
31685,Lemon Tree,LemonTree,Lemon Tree,26.440109252929688
77459,fireworks,fireworks,fireworks,26.441688537597656
49939,Death Sponge,DeathSponge,Death Sponge,26.442150115966797
17804,Famished,Famished,Famished,26.49774932861328
51865,Border liner,Borderliner,Borderliner,26.559478759765625
27828,lobster,lobster,lobster,26.56753921508789
15052,TMMM,TMMM,TMMM,26.57477569580078
19421,blue box,bluebox,bluebox,26.584476470947266
65758,sustainability,sustainability,sustainability,26.593063354492188
2715,squirrel,squirrel,squirrel,26.60366439819336
17548,walmart,walmart,walmart,26.63105010986328
21488,toulouse,toulouse,toulouse,26.642169952392578
8538,genealogy,genealogy,genealogy,26.655948638916016
11530,Miss USA,MissUSA,Miss USA,26.65859603881836
47449,interop,interop,interop,26.664512634277344
15542,bamboozle,bamboozle,bamboozle,26.66564178466797
19999,apprentice,apprentice,apprentice,26.673492431640625
23324,Tweet It Up,TweetItUp,Tweet It Up,26.67764663696289
33660,climb,climb,climb,26.680007934570312
10237,app store,appstore,appstore,26.68511390686035
46457,leopard,leopard,leopard,26.708118438720703
407,rails,rails,rails,26.739177703857422
37368,primal,primal,primal,26.746097564697266
42951,Terminator 4,Terminator4,Terminator 4,26.78034210205078
73000,S Army,SArmy,S Army,26.788318634033203
50023,TEDx Tokyo,TEDxTokyo,TEDxTokyo,26.796417236328125
35201,windows 7,windows7,windows 7,26.824737548828125
18217,maddie,maddie,maddie,26.856494903564453
21298,joomla,joomla,joomla,26.87796401977539
30264,story of my life,storyofmylife,story of my life,27.016403198242188
1731,semantic,semantic,semantic,27.025619506835938
16495,wolverine,wolverine,wolverine,27.02953338623047
1823,barcodes,barcodes,barcodes,27.030166625976562
19865,Kelloggs,Kelloggs,Kelloggs,27.045310974121094
26565,scrapbook,scrapbook,scrapbook,27.048107147216797
21534,saltwater,saltwater,saltwater,27.05490493774414
73835,the beat,thebeat,the beat,27.084579467773438
22533,the hills,thehills,the hills,27.09042739868164
30634,muffin,muffin,muffin,27.098243713378906
64085,everton,everton,everton,27.10086441040039
56609,giro,giro,giro,27.128372192382812
64058,dongle,dongle,dongle,27.13324737548828
76253,second life,secondlife,second life,27.142719268798828
11651,sigma,sigma,sigma,27.14572525024414
24781,dollhouse,dollhouse,dollhouse,27.165306091308594
23849,23 and me,23andme,23andme,27.1792049407959
10081,morning joe,morningjoe,morning joe,27.18551254272461
73709,jealous,jealous,jealous,27.203903198242188
5127,Flylady,Flylady,Flylady,27.211101531982422
67439,geocache,geocache,geocache,27.22686004638672
37422,truecrypt,truecrypt,truecrypt,27.232624053955078
19781,Paper Heroes,PaperHeroes,Paper Heroes,27.23788070678711
1412,good life,goodlife,good life,27.258708953857422
6082,nascar,nascar,nascar,27.275257110595703
75749,erlang,erlang,erlang,27.284793853759766
47121,VS 2010,VS2010,VS 2010,27.30428695678711
16183,i news,inews,inews,27.306087493896484
64542,nightshift,nightshift,nightshift,27.323402404785156
9165,malware bytes,malwarebytes,malwarebytes,27.32598876953125
64414,lupus,lupus,lupus,27.336872100830078
10903,dissertation,dissertation,dissertation,27.34404754638672
38678,racial profiling,racialprofiling,racial profiling,27.353679656982422
50919,Follow Friday,FollowFriday,Follow Friday,27.370410919189453
44120,Photo Follows,PhotoFollows,Photo Follows,27.373201370239258
69782,Sixx,Sixx,Sixx,27.43195343017578
36661,tweet deck,tweetdeck,tweetdeck,27.437240600585938
32717,my map,mymap,my map,27.44430160522461
37629,family history,familyhistory,family history,27.444477081298828
14986,geocaching,geocaching,geocaching,27.484607696533203
74301,flyer talk,flyertalk,flyertalk,27.50101089477539
71026,whats happening,whatshappening,whats happening,27.51968765258789
56848,cramps,cramps,cramps,27.533889770507812
12366,not likely,notlikely,not likely,27.535442352294922
56159,DEMF,DEMF,DEMF,27.561813354492188
11607,home game,homegame,home game,27.577167510986328
37785,shortstack,shortstack,shortstack,27.587482452392578
39214,lacrosse,lacrosse,lacrosse,27.60314178466797
19273,riff,riff,riff,27.647720336914062
5770,UFC 97,UFC97,UFC 97,27.652873992919922
44445,school time,schooltime,school time,27.667903900146484
21411,underbelly,underbelly,underbelly,27.693435668945312
71300,polaroid,polaroid,polaroid,27.70206642150879
68016,PNLC,PNLC,PNLC,27.706275939941406
6110,what a burger,whataburger,whataburger,27.73230743408203
8738,police state,policestate,police state,27.739376068115234
13012,azure,azure,azure,27.741012573242188
38920,redwings,redwings,redwings,27.749187469482422
21135,Ladytron,Ladytron,Ladytron,27.779006958007812
47979,togs,togs,togs,27.832157135009766
39861,hurling,hurling,hurling,27.85980987548828
2846,bremen,bremen,bremen,27.89773178100586
9633,redshirts,redshirts,redshirts,27.912582397460938
22854,lost the game,lostthegame,lost the game,27.920684814453125
61976,Twitter Remix,TwitterRemix,Twitter Remix,27.924392700195312
68024,field notes,fieldnotes,fieldnotes,27.934635162353516
76376,right turn,rightturn,right turn,27.98052978515625
58449,true blood,trueblood,trueblood,28.000904083251953
11033,Tinted Windows,TintedWindows,Tinted Windows,28.002582550048828
68855,primavera,primavera,primavera,28.041099548339844
34760,green day,greenday,green day,28.106216430664062
23893,Chestermere,Chestermere,Chestermere,28.107669830322266
60645,illness,illness,illness,28.12251853942871
48474,unfollow,unfollow,unfollow,28.149551391601562
56249,flyfishing,flyfishing,flyfishing,28.150638580322266
71492,Virtual Kiss,VirtualKiss,Virtual Kiss,28.236087799072266
66737,spymaster,spymaster,spymaster,28.236164093017578
78963,free nas,freenas,freenas,28.236488342285156
12674,Typo3,Typo3,Typo 3,28.25278091430664
6628,bluray,bluray,bluray,28.26422119140625
6206,uprise,uprise,uprise,28.266986846923828
5445,epic fail,epicfail,epicfail,28.283824920654297
66044,JavaONE,JavaONE,Java ONE,28.303619384765625
52354,my penis,mypenis,my penis,28.351242065429688
42078,Eelam,Eelam,Eelam,28.35457992553711
11363,bsg,bsg,bsg,28.36280059814453
5264,tuttle,tuttle,tuttle,28.381175994873047
66164,ccnet,ccnet,ccnet,28.399044036865234
14013,TEMPLES,TEMPLES,TEMPLES,28.41730499267578
55862,GA 2009,GA2009,GA 2009,28.42206573486328
74868,girl crush,girlcrush,girl crush,28.422508239746094
70268,manics,manics,manics,28.437976837158203
16761,SEAF,SEAF,SEAF,28.48605728149414
76655,global warming,globalwarming,global warming,28.4886474609375
3162,readathon,readathon,readathon,28.495014190673828
80080,bad timing,badtiming,bad timing,28.514110565185547
10366,pissed off,pissedoff,pissed off,28.527057647705078
30618,mc fly,mcfly,mcfly,28.531776428222656
38122,share point,sharepoint,share point,28.584537506103516
15281,openmoko,openmoko,openmoko,28.605758666992188
22966,blisters,blisters,blisters,28.643421173095703
1373,rock box,rockbox,rockbox,28.664974212646484
37909,a11y,a11y,a11y,28.68935775756836
77520,home birth,homebirth,home birth,28.690109252929688
40557,secret mission,secretmission,secret mission,28.745014190673828
60292,lakers,lakers,lakers,28.749347686767578
21327,tough love,toughlove,tough love,28.75609588623047
75949,WNTW,WNTW,WNTW,28.783552169799805
31247,code completion,codecompletion,code completion,28.798675537109375
64281,better days,betterdays,better days,28.8193359375
36718,eurovision,eurovision,eurovision,28.863399505615234
67482,rstats,rstats,rstats,28.875633239746094
78955,twpp,twpp,twpp,28.87887954711914
346,Kulula,Kulula,Kulula,28.880008697509766
9933,nambu,nambu,nambu,28.92965316772461
39796,simple plan,simpleplan,simple plan,28.93303680419922
64779,Twedding,Twedding,T wedding,28.954296112060547
37919,RC Car,RCCar,RC Car,28.96581268310547
55649,download 2009,download2009,download 2009,29.02908706665039
14863,daily exercise,dailyexercise,daily exercise,29.029441833496094
72825,flash camp,flashcamp,flash camp,29.034629821777344
46491,sawman,sawman,sawman,29.13758087158203
1966,ottawa,ottawa,ottawa,29.139759063720703
51697,graze,graze,graze,29.16965103149414
31504,no pants,nopants,no pants,29.195491790771484
48449,arashi,arashi,arashi,29.218429565429688
2541,hill house,hillhouse,hillhouse,29.225154876708984
31632,macbooks,macbooks,macbooks,29.246906280517578
37751,gnu cash,gnucash,gnucash,29.252246856689453
39538,indy 500,indy500,indy500,29.260154724121094
21017,xenocide,xenocide,xenocide,29.28292465209961
57074,twares,twares,twares,29.337108612060547
3706,Fifth Summit,FifthSummit,Fifth Summit,29.35219955444336
29381,cusswords,cusswords,cusswords,29.36905288696289
55748,DR WHO,DRWHO,DR WHO,29.369155883789062
76178,my weakness,myweakness,my weakness,29.38100814819336
55825,letdown,letdown,letdown,29.391117095947266
46411,Fellowes,Fellowes,Fellowes,29.433197021484375
23774,canucks,canucks,canucks,29.447952270507812
50079,no agenda,noagenda,no agenda,29.463359832763672
18831,A1GP,A1GP,A1GP,29.465251922607422
29160,nucks,nucks,nucks,29.465652465820312
14843,WWDC s,WWDCs,WWDCs,29.47498321533203
21980,next 09,next09,next 09,29.55862045288086
79773,gripe,gripe,gripe,29.579429626464844
2607,random facts,randomfacts,random facts,29.647197723388672
48863,revision 3,revision3,revision 3,29.65145492553711
22421,event track,eventtrack,event track,29.660690307617188
24838,mothers day,mothersday,mothersday,29.752147674560547
54973,follow Friday,followFriday,follow Friday,29.757450103759766
74521,red sox,redsox,redsox,29.770130157470703
78266,itouch,itouch,itouch,29.777206420898438
65673,cost savings,costsavings,cost savings,29.779891967773438
68380,IDP Relief,IDPRelief,IDP Relief,29.806686401367188
30659,twiist,twiist,twiist,29.81020736694336
28128,big weekend,bigweekend,big weekend,29.818038940429688
18780,flying pig,flyingpig,flying pig,29.878551483154297
75171,kettlebells,kettlebells,kettlebells,29.89731216430664
61015,Save Me From Hell,SaveMeFromHell,Save Me From Hell,29.911643981933594
42472,hate monday,hatemonday,hate monday,29.913288116455078
30363,digital planet,digitalplanet,digitalplanet,29.951251983642578
13380,Dutch lessons,Dutchlessons,Dutch lessons,29.956260681152344
65276,webdu,webdu,webdu,29.980098724365234
16112,fort worth,fortworth,fortworth,29.98351287841797
39142,yankees,yankees,yankees,29.996719360351562
12729,swine flu,swineflu,swine flu,30.024845123291016
26845,man city,mancity,mancity,30.034984588623047
76355,laker,laker,laker,30.03603744506836
48674,Save Earl,SaveEarl,Save Earl,30.06745147705078
66202,melting away,meltingaway,melting away,30.069377899169922
16015,DKAJ,DKAJ,DKAJ,30.092309951782227
73498,UPS sucks,UPSsucks,UPS sucks,30.117904663085938
67889,wieters,wieters,wieters,30.119144439697266
74856,wset,wset,wset,30.138843536376953
43648,up to no good,uptonogood,up to no good,30.145519256591797
54113,ifast,ifast,ifast,30.152118682861328
47391,drobo,drobo,drobo,30.153072357177734
36476,married life,marriedlife,married life,30.184741973876953
17904,logies,logies,logies,30.186153411865234
78299,death whale,deathwhale,death whale,30.19110870361328
21259,city rail,cityrail,city rail,30.19363021850586
51507,coffee club,coffeeclub,coffee club,30.208415985107422
58434,pinoy,pinoy,pinoy,30.244609832763672
52397,large pussy,largepussy,large pussy,30.262466430664062
22633,ice hockey,icehockey,icehockey,30.265602111816406
24432,Sanctuary Sunday,SanctuarySunday,Sanctuary Sunday,30.318241119384766
22211,hamr,hamr,hamr,30.322216033935547
2440,game arena,gamearena,gamearena,30.322837829589844
25417,nigella,nigella,nigella,30.325456619262695
75626,The Green Teen,TheGreenTeen,The Green Teen,30.364334106445312
56617,virgin media,virginmedia,virginmedia,30.3680419921875
5256,nufc,nufc,nufc,30.377960205078125
43396,feeling sorry for myself,feelingsorryformyself,feeling sorry for myself,30.38442611694336
8633,progrock,progrock,prog rock,30.400161743164062
40399,h1n1,h1n1,h1n1,30.409109115600586
40786,bento box,bentobox,bento box,30.43417739868164
25454,punchdrunk,punchdrunk,punchdrunk,30.439559936523438
40051,g free,gfree,gfree,30.460044860839844
15791,bcp 3,bcp3,bcp3,30.493412017822266
50524,b park,bpark,b park,30.495952606201172
76923,geek camp,geekcamp,geekcamp,30.50613021850586
14490,Team Britney,TeamBritney,Team Britney,30.53300666809082
32730,spin to,spinto,spinto,30.564342498779297
38411,singleminded,singleminded,singleminded,30.581504821777344
34073,CPSIA,CPSIA,CPSIA,30.596683502197266
1080,baby punch,babypunch,baby punch,30.602149963378906
70293,the daily show,thedailyshow,thedailyshow,30.612281799316406
29043,apple fail,applefail,applefail,30.658023834228516
46284,flylady,flylady,flylady,30.687164306640625
10693,boston marathon,bostonmarathon,bostonmarathon,30.696533203125
37557,tweet up,tweetup,tweetup,30.721176147460938
33646,no car,nocar,no car,30.764732360839844
35343,hbmf,hbmf,hbmf,30.770416259765625
39581,write chat,writechat,write chat,30.78079605102539
30822,project aware,projectaware,project aware,30.78082275390625
5409,cubbies,cubbies,cubbies,30.787845611572266
20865,sam bradley,sambradley,sam bradley,30.81615447998047
72099,kitchen fire,kitchenfire,kitchenfire,30.863380432128906
29563,twitter fail,twitterfail,twitterfail,30.86509895324707
42140,for our hero,forourhero,for our hero,30.86574935913086
54461,follow Art,followArt,follow Art,30.871055603027344
9949,tweetie,tweetie,tweetie,30.875957489013672
40229,follow week,followweek,follow week,30.904876708984375
33676,q and a,qanda,qanda,30.915000915527344
15650,moodswings,moodswings,mood swings,30.919044494628906
47346,spoonies,spoonies,spoonies,30.96817398071289
12132,Lions 09,Lions09,Lions 09,30.97107696533203
77899,favorite movie,favoritemovie,favorite movie,30.97478485107422
67218,asylm,asylm,asylm,31.000408172607422
73101,sleep deprived,sleepdeprived,sleep deprived,31.017471313476562
2513,plowed,plowed,plowed,31.03668975830078
